,Identifiant unique,Identifiant,Espèce,Numéro nomenclatural,Famille,Référentiel taxonomique,Type d'observation,Spontanéité,Latitude,Longitude,Référentiel Géographique,Pays,Commune,Identifiant Commune,Floutage (niveau de localisation diffusé),Altitude,Date,Programme de sciences participatives ou observatoire citoyen,Auteur,Détermination validée sur IdentiPlante,Date Création,Date Modification,Transmis,ext:latitude-releve,ext:longitude-releve,ext:num_arbre,ext:rue,ext:rue-arbres,ext:id_obs_arbre,ext:loc-sur-tronc
2212,urn:lsid:tela-botanica.org:cel:3791733,3791733,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],59213,Physciaceae,taxreflich,observation de terrain,1,48.89239,2.34629,WGS84,FR,Paris,75056,précise,57,2021/06/16,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 16:57:33,2021-06-22 16:57:33,oui,,,,Square de Clignancourt,,3791721.0,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o2;o4;o5;
2213,urn:lsid:tela-botanica.org:cel:3791734,3791734,Phaeophyscia orbicularis (Neck.) Moberg [1977],59961,Physciaceae,taxreflich,observation de terrain,1,48.89239,2.34629,WGS84,FR,Paris,75056,précise,57,2021/06/16,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 16:57:33,2021-06-22 16:57:33,oui,,,,Square de Clignancourt,,3791721.0,n1;s2;e2;s3;e3;o3;s4;e4;s5;
2214,urn:lsid:tela-botanica.org:cel:3791735,3791735,Amandinea punctata/Lecidella elaeochroma,0,Null,Autre/inconnu,observation de terrain,1,48.89239,2.34629,WGS84,FR,Paris,75056,précise,57,2021/06/16,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 16:57:34,2021-06-22 16:57:34,oui,,,,Square de Clignancourt,,3791721.0,n1;e1;o1;n2;s2;o2;n3;n4;s4;o4;o5;
2215,urn:lsid:tela-botanica.org:cel:3791736,3791736,Physconia grisea (Lam.) Poelt [1965],59171,Physciaceae,taxreflich,observation de terrain,1,48.89239,2.34629,WGS84,FR,Paris,75056,précise,57,2021/06/16,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 16:57:34,2021-06-22 16:57:34,oui,,,,Square de Clignancourt,,3791721.0,s1;s5;
2216,urn:lsid:tela-botanica.org:cel:3791737,3791737,Xanthoria parietina (L.) Th.Fr. [1860],59568,Teloschistaceae,taxreflich,observation de terrain,1,48.89239,2.34629,WGS84,FR,Paris,75056,précise,57,2021/06/16,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 16:57:34,2021-06-22 16:57:34,oui,,,,Square de Clignancourt,,3791721.0,s2;s3;s4;s5;
2217,urn:lsid:tela-botanica.org:cel:3791738,3791738,autre lichen crustacé,0,Null,Autre/inconnu,observation de terrain,1,48.89239,2.34629,WGS84,FR,Paris,75056,précise,57,2021/06/16,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 16:57:35,2021-06-22 16:57:35,oui,,,,Square de Clignancourt,,3791721.0,s3;
2218,urn:lsid:tela-botanica.org:cel:3791739,3791739,Candelariella sp.,190296,Null,taxreflich,observation de terrain,1,48.89239,2.34629,WGS84,FR,Paris,75056,précise,57,2021/06/16,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 16:57:35,2021-06-22 16:57:35,oui,,,,Square de Clignancourt,,3791721.0,s4;
2219,urn:lsid:tela-botanica.org:cel:3791740,3791740,Tilia platyphyllos Scop.,68332,Malvaceae,bdtfx,observation de terrain,1,48.89001,2.24159,WGS84,FR,Puteaux,92062,précise,54,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:16:37,2021-06-22 17:16:37,oui,48.89113942615923,2.240073681225568,1.0,Avenue Perronet Sud,Gare Routière,,
2220,urn:lsid:tela-botanica.org:cel:3791741,3791741,Tilia platyphyllos Scop.,68332,Malvaceae,bdtfx,observation de terrain,1,48.88993,2.2414,WGS84,FR,Puteaux,92062,précise,56,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:16:37,2021-06-22 17:16:37,oui,48.89113942615923,2.240073681225568,2.0,Avenue Perronet Sud,Rond-Point de la Défense,,
2221,urn:lsid:tela-botanica.org:cel:3791742,3791742,Tilia platyphyllos Scop.,68332,Malvaceae,bdtfx,observation de terrain,1,48.88983,2.24128,WGS84,FR,Puteaux,92062,précise,56,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:16:38,2021-06-22 17:16:38,oui,48.89113942615923,2.240073681225568,3.0,Avenue Perronet Sud,Rond-Point de la Défense,,
2222,urn:lsid:tela-botanica.org:cel:3791743,3791743,autre lichen foliacé,0,Null,Autre/inconnu,observation de terrain,1,48.89001,2.24159,WGS84,FR,Puteaux,92062,précise,54,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:20:12,2021-06-22 17:20:12,oui,,,,Avenue Perronet Sud,,3791740.0,n1;n2;
2223,urn:lsid:tela-botanica.org:cel:3791744,3791744,autre lichen foliacé,0,Null,Autre/inconnu,observation de terrain,1,48.89001,2.24159,WGS84,FR,Puteaux,92062,précise,54,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:20:13,2021-06-22 17:20:13,oui,,,,Avenue Perronet Sud,,3791740.0,o3;s4;o4;
2224,urn:lsid:tela-botanica.org:cel:3791745,3791745,autre lichen crustacé,0,Null,Autre/inconnu,observation de terrain,1,48.89001,2.24159,WGS84,FR,Puteaux,92062,précise,54,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:20:13,2021-06-22 17:20:13,oui,,,,Avenue Perronet Sud,,3791740.0,s1;o1;e2;o2;n4;s4;o4;n5;
2225,urn:lsid:tela-botanica.org:cel:3791746,3791746,Candelariella sp.,190296,Null,taxreflich,observation de terrain,1,48.89001,2.24159,WGS84,FR,Puteaux,92062,précise,54,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:20:14,2021-06-22 17:20:14,oui,,,,Avenue Perronet Sud,,3791740.0,o3;
2226,urn:lsid:tela-botanica.org:cel:3791747,3791747,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],59213,Physciaceae,taxreflich,observation de terrain,1,48.89001,2.24159,WGS84,FR,Puteaux,92062,précise,54,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:20:14,2021-06-22 17:20:14,oui,,,,Avenue Perronet Sud,,3791740.0,s1;s2;s3;o5;
2227,urn:lsid:tela-botanica.org:cel:3791748,3791748,autre lichen foliacé,0,Null,Autre/inconnu,observation de terrain,1,48.88993,2.2414,WGS84,FR,Puteaux,92062,précise,56,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:20:15,2021-06-22 17:20:15,oui,,,,Avenue Perronet Sud,,3791741.0,n2;
2228,urn:lsid:tela-botanica.org:cel:3791749,3791749,autre lichen crustacé,0,Null,Autre/inconnu,observation de terrain,1,48.88993,2.2414,WGS84,FR,Puteaux,92062,précise,56,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:20:15,2021-06-22 17:20:15,oui,,,,Avenue Perronet Sud,,3791741.0,o1;e2;e3;o3;e4;e5;
2229,urn:lsid:tela-botanica.org:cel:3791750,3791750,Amandinea punctata/Lecidella elaeochroma,0,Null,Autre/inconnu,observation de terrain,1,48.88993,2.2414,WGS84,FR,Puteaux,92062,précise,56,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:20:16,2021-06-22 17:20:16,oui,,,,Avenue Perronet Sud,,3791741.0,s2;o3;s5;e5;
2230,urn:lsid:tela-botanica.org:cel:3791751,3791751,Amandinea punctata/Lecidella elaeochroma,0,Null,Autre/inconnu,observation de terrain,1,48.88983,2.24128,WGS84,FR,Puteaux,92062,précise,56,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:20:16,2021-06-22 17:20:16,oui,,,,Avenue Perronet Sud,,3791742.0,n1;
2231,urn:lsid:tela-botanica.org:cel:3791752,3791752,autre lichen crustacé,0,Null,Autre/inconnu,observation de terrain,1,48.88983,2.24128,WGS84,FR,Puteaux,92062,précise,56,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:20:17,2021-06-22 17:20:17,oui,,,,Avenue Perronet Sud,,3791742.0,s1;e2;e3;o3;e4;
2232,urn:lsid:tela-botanica.org:cel:3791753,3791753,Tilia cordata Mill.,68299,Malvaceae,bdtfx,observation de terrain,1,48.99655,1.70348,WGS84,FR,Mantes-la-Jolie,78361,précise,31,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:23:04,2021-06-22 17:23:04,oui,48.99657885001084,1.7033439878673566,1.0,Rue Émile Zola,Rue de Gassicourt,,
2233,urn:lsid:tela-botanica.org:cel:3791754,3791754,Tilia cordata Mill.,68299,Malvaceae,bdtfx,observation de terrain,1,48.99641,1.7035,WGS84,FR,Mantes-la-Jolie,78361,précise,31,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:23:04,2021-06-22 17:23:04,oui,48.99657885001084,1.7033439878673566,2.0,Rue Émile Zola,Rue de Gassicourt,,
2234,urn:lsid:tela-botanica.org:cel:3791755,3791755,Tilia cordata Mill.,68299,Malvaceae,bdtfx,observation de terrain,1,48.99664,1.70319,WGS84,FR,Mantes-la-Jolie,78361,précise,31,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:23:05,2021-06-22 17:23:05,oui,48.99657885001084,1.7033439878673566,3.0,Rue Émile Zola,Rue de Gassicourt,,
2235,urn:lsid:tela-botanica.org:cel:3791756,3791756,Amandinea punctata/Lecidella elaeochroma,0,Null,Autre/inconnu,observation de terrain,1,48.99655,1.70348,WGS84,FR,Mantes-la-Jolie,78361,précise,31,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:27:25,2021-06-22 17:27:25,oui,,,,Rue Émile Zola,,3791753.0,e1;e2;e3;e4;e5;n1;s1;o1;n2;o2;n3;o3;n4;o4;n5;s5;o5;
2236,urn:lsid:tela-botanica.org:cel:3791757,3791757,Phaeophyscia orbicularis (Neck.) Moberg [1977],59961,Physciaceae,taxreflich,observation de terrain,1,48.99655,1.70348,WGS84,FR,Mantes-la-Jolie,78361,précise,31,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:27:25,2021-06-22 17:27:25,oui,,,,Rue Émile Zola,,3791753.0,n1;n2;n3;n4;n5;s1;s2;s3;e3;s4;e4;e5;
2237,urn:lsid:tela-botanica.org:cel:3791758,3791758,Xanthoria parietina (L.) Th.Fr. [1860],59568,Teloschistaceae,taxreflich,observation de terrain,1,48.99655,1.70348,WGS84,FR,Mantes-la-Jolie,78361,précise,31,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:27:26,2021-06-22 17:27:26,oui,,,,Rue Émile Zola,,3791753.0,n2;s3;s4;
2238,urn:lsid:tela-botanica.org:cel:3791759,3791759,Physcia adscendens/tenella,196232,Null,taxreflich,observation de terrain,1,48.99655,1.70348,WGS84,FR,Mantes-la-Jolie,78361,précise,31,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:27:27,2021-06-22 17:27:27,oui,,,,Rue Émile Zola,,3791753.0,n2;s2;n3;e3;n4;n5;
2239,urn:lsid:tela-botanica.org:cel:3791760,3791760,lichen crustacé à aspect poudreux,0,Null,Autre/inconnu,observation de terrain,1,48.99655,1.70348,WGS84,FR,Mantes-la-Jolie,78361,précise,31,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:27:27,2021-06-22 17:27:27,oui,,,,Rue Émile Zola,,3791753.0,n4;
2240,urn:lsid:tela-botanica.org:cel:3791761,3791761,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],59213,Physciaceae,taxreflich,observation de terrain,1,48.99655,1.70348,WGS84,FR,Mantes-la-Jolie,78361,précise,31,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:27:27,2021-06-22 17:27:27,oui,,,,Rue Émile Zola,,3791753.0,s1;s2;s3;e3;s4;e4;e5;
2241,urn:lsid:tela-botanica.org:cel:3791762,3791762,Ramalina farinacea (L.) Ach. [1810],59092,Ramalinaceae,taxreflich,observation de terrain,1,48.99655,1.70348,WGS84,FR,Mantes-la-Jolie,78361,précise,31,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:27:28,2021-06-22 17:27:28,oui,,,,Rue Émile Zola,,3791753.0,s3;
2242,urn:lsid:tela-botanica.org:cel:3791763,3791763,Physconia grisea (Lam.) Poelt [1965],59171,Physciaceae,taxreflich,observation de terrain,1,48.99655,1.70348,WGS84,FR,Mantes-la-Jolie,78361,précise,31,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:27:28,2021-06-22 17:27:28,oui,,,,Rue Émile Zola,,3791753.0,s4;
2243,urn:lsid:tela-botanica.org:cel:3791764,3791764,Xanthoria parietina (L.) Th.Fr. [1860],59568,Teloschistaceae,taxreflich,observation de terrain,1,48.99641,1.7035,WGS84,FR,Mantes-la-Jolie,78361,précise,31,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:33:08,2021-06-22 17:33:08,oui,,,,Rue Émile Zola,,3791754.0,s1;e1;s2;e5;
2244,urn:lsid:tela-botanica.org:cel:3791765,3791765,Physcia adscendens/tenella,196232,Null,taxreflich,observation de terrain,1,48.99641,1.7035,WGS84,FR,Mantes-la-Jolie,78361,précise,31,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:33:08,2021-06-22 17:33:08,oui,,,,Rue Émile Zola,,3791754.0,n1;n2;n3;n4;n5;e1;e2;e3;e4;e5;s1;s2;s3;
2245,urn:lsid:tela-botanica.org:cel:3791766,3791766,Phaeophyscia orbicularis (Neck.) Moberg [1977],59961,Physciaceae,taxreflich,observation de terrain,1,48.99641,1.7035,WGS84,FR,Mantes-la-Jolie,78361,précise,31,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:33:09,2021-06-22 17:33:09,oui,,,,Rue Émile Zola,,3791754.0,o1;o2;o3;o4;o5;s1;s5;
2246,urn:lsid:tela-botanica.org:cel:3791767,3791767,Amandinea punctata/Lecidella elaeochroma,0,Null,Autre/inconnu,observation de terrain,1,48.99641,1.7035,WGS84,FR,Mantes-la-Jolie,78361,précise,31,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:33:09,2021-06-22 17:33:09,oui,,,,Rue Émile Zola,,3791754.0,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;
2247,urn:lsid:tela-botanica.org:cel:3791768,3791768,Flavoparmelia caperata/soredians,652940,Null,taxreflich,observation de terrain,1,48.99641,1.7035,WGS84,FR,Mantes-la-Jolie,78361,précise,31,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:33:10,2021-06-22 17:33:10,oui,,,,Rue Émile Zola,,3791754.0,e2;
2248,urn:lsid:tela-botanica.org:cel:3791769,3791769,Physcia adscendens/tenella,196232,Null,taxreflich,observation de terrain,1,48.99641,1.7035,WGS84,FR,Mantes-la-Jolie,78361,précise,31,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:33:10,2021-06-22 17:33:10,oui,,,,Rue Émile Zola,,3791754.0,e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;n1;s1;n2;s2;n3;s3;n4;n5;
2249,urn:lsid:tela-botanica.org:cel:3791770,3791770,Lecanora sp.,193910,Null,taxreflich,observation de terrain,1,48.99641,1.7035,WGS84,FR,Mantes-la-Jolie,78361,précise,31,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:33:10,2021-06-22 17:33:10,oui,,,,Rue Émile Zola,,3791754.0,e1;e3;o3;e5;o5;
2250,urn:lsid:tela-botanica.org:cel:3791771,3791771,autre lichen crustacé,0,Null,Autre/inconnu,observation de terrain,1,48.99641,1.7035,WGS84,FR,Mantes-la-Jolie,78361,précise,31,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:33:11,2021-06-22 17:33:11,oui,,,,Rue Émile Zola,,3791754.0,n3;
2251,urn:lsid:tela-botanica.org:cel:3791772,3791772,lichen crustacé à aspect poudreux,0,Null,Autre/inconnu,observation de terrain,1,48.99641,1.7035,WGS84,FR,Mantes-la-Jolie,78361,précise,31,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:33:11,2021-06-22 17:33:11,oui,,,,Rue Émile Zola,,3791754.0,o2;
2252,urn:lsid:tela-botanica.org:cel:3791773,3791773,Candelariella sp.,190296,Null,taxreflich,observation de terrain,1,48.99641,1.7035,WGS84,FR,Mantes-la-Jolie,78361,précise,31,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:33:12,2021-06-22 17:33:12,oui,,,,Rue Émile Zola,,3791754.0,n2;n3;
2253,urn:lsid:tela-botanica.org:cel:3791774,3791774,Physcia adscendens/tenella,196232,Null,taxreflich,observation de terrain,1,48.99664,1.70319,WGS84,FR,Mantes-la-Jolie,78361,précise,31,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:38:58,2021-06-22 17:38:58,oui,,,,Rue Émile Zola,,3791755.0,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;
2254,urn:lsid:tela-botanica.org:cel:3791775,3791775,Xanthoria parietina (L.) Th.Fr. [1860],59568,Teloschistaceae,taxreflich,observation de terrain,1,48.99664,1.70319,WGS84,FR,Mantes-la-Jolie,78361,précise,31,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:38:58,2021-06-22 17:38:58,oui,,,,Rue Émile Zola,,3791755.0,o1;o2;o3;o4;o5;n2;s4;e4;n5;s5;
2255,urn:lsid:tela-botanica.org:cel:3791776,3791776,Flavoparmelia caperata/soredians,652940,Null,taxreflich,observation de terrain,1,48.99664,1.70319,WGS84,FR,Mantes-la-Jolie,78361,précise,31,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:38:59,2021-06-22 17:38:59,oui,,,,Rue Émile Zola,,3791755.0,e1;s4;e5;
2256,urn:lsid:tela-botanica.org:cel:3791777,3791777,Amandinea punctata/Lecidella elaeochroma,0,Null,Autre/inconnu,observation de terrain,1,48.99664,1.70319,WGS84,FR,Mantes-la-Jolie,78361,précise,31,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:38:59,2021-06-22 17:38:59,oui,,,,Rue Émile Zola,,3791755.0,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o2;
2257,urn:lsid:tela-botanica.org:cel:3791778,3791778,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],59213,Physciaceae,taxreflich,observation de terrain,1,48.99664,1.70319,WGS84,FR,Mantes-la-Jolie,78361,précise,31,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:38:59,2021-06-22 17:38:59,oui,,,,Rue Émile Zola,,3791755.0,o1;o2;o3;o4;o5;s1;e1;s2;e2;e4;n5;
2258,urn:lsid:tela-botanica.org:cel:3791779,3791779,Evernia prunastri (L.) Ach. [1810],59053,Parmeliaceae,taxreflich,observation de terrain,1,48.99664,1.70319,WGS84,FR,Mantes-la-Jolie,78361,précise,31,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:39:00,2021-06-22 17:39:00,oui,,,,Rue Émile Zola,,3791755.0,s2;s3;
2259,urn:lsid:tela-botanica.org:cel:3791780,3791780,Physconia grisea (Lam.) Poelt [1965],59171,Physciaceae,taxreflich,observation de terrain,1,48.99664,1.70319,WGS84,FR,Mantes-la-Jolie,78361,précise,31,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:39:00,2021-06-22 17:39:00,oui,,,,Rue Émile Zola,,3791755.0,e1;o2;s3;e3;s4;e4;e5;o5;
2260,urn:lsid:tela-botanica.org:cel:3791781,3791781,autres Melanohalea,653099,Null,taxreflich,observation de terrain,1,48.99664,1.70319,WGS84,FR,Mantes-la-Jolie,78361,précise,31,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:39:00,2021-06-22 17:39:00,oui,,,,Rue Émile Zola,,3791755.0,o1;o3;s5;
2261,urn:lsid:tela-botanica.org:cel:3791782,3791782,Candelariella sp.,190296,Null,taxreflich,observation de terrain,1,48.99664,1.70319,WGS84,FR,Mantes-la-Jolie,78361,précise,31,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:39:01,2021-06-22 17:39:01,oui,,,,Rue Émile Zola,,3791755.0,n1;n2;n3;n4;n5;o1;o2;o3;o4;
2262,urn:lsid:tela-botanica.org:cel:3791783,3791783,Phaeophyscia orbicularis (Neck.) Moberg [1977],59961,Physciaceae,taxreflich,observation de terrain,1,48.99664,1.70319,WGS84,FR,Mantes-la-Jolie,78361,précise,31,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:39:01,2021-06-22 17:39:01,oui,,,,Rue Émile Zola,,3791755.0,e1;e2;e3;e4;e5;o4;o5;
2263,urn:lsid:tela-botanica.org:cel:3791784,3791784,Candelaria concolor ,58792,Candelariaceae,taxreflich,observation de terrain,1,48.99664,1.70319,WGS84,FR,Mantes-la-Jolie,78361,précise,31,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:39:44,2021-06-22 17:39:44,oui,,,,Rue Émile Zola,,3791755.0,e2;e4;
2264,urn:lsid:tela-botanica.org:cel:3791785,3791785,Punctelia sp.,652928,Null,taxreflich,observation de terrain,1,48.99664,1.70319,WGS84,FR,Mantes-la-Jolie,78361,précise,31,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:39:45,2021-06-22 17:39:45,oui,,,,Rue Émile Zola,,3791755.0,o5;
2265,urn:lsid:tela-botanica.org:cel:3791786,3791786,Quercus rubra L.,54564,Fagaceae,bdtfx,observation de terrain,1,48.83847,2.41271,WGS84,FR,Paris,75056,précise,48,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:54:13,2021-06-22 17:54:13,oui,48.83885047580355,2.4128544330460504,1.0,Rue Édouard Lartet,Rue Édouard Lartet,,
2266,urn:lsid:tela-botanica.org:cel:3791787,3791787,Celtis australis L.,14954,Cannabaceae,bdtfx,observation de terrain,1,48.83886,2.41284,WGS84,FR,Paris,75056,précise,48,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:54:13,2021-06-22 17:54:13,oui,48.83885047580355,2.4128544330460504,2.0,Rue Édouard Lartet,Rue Édouard Lartet,,
2267,urn:lsid:tela-botanica.org:cel:3791788,3791788,Celtis australis L.,14954,Cannabaceae,bdtfx,observation de terrain,1,48.83901,2.41289,WGS84,FR,Paris,75056,précise,47,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:54:14,2021-06-22 17:54:14,oui,48.83885047580355,2.4128544330460504,3.0,Rue Édouard Lartet,Rue Édouard Lartet,,
2268,urn:lsid:tela-botanica.org:cel:3791789,3791789,Phaeophyscia orbicularis (Neck.) Moberg [1977],59961,Physciaceae,taxreflich,observation de terrain,1,48.83847,2.41271,WGS84,FR,Paris,75056,précise,48,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:58:29,2021-06-22 17:58:29,oui,,,,Rue Édouard Lartet,,3791786.0,s1;s2;s3;s4;s5;o1;o2;o3;o4;o5;n1;n2;e2;n3;
2269,urn:lsid:tela-botanica.org:cel:3791790,3791790,Xanthoria parietina (L.) Th.Fr. [1860],59568,Teloschistaceae,taxreflich,observation de terrain,1,48.83847,2.41271,WGS84,FR,Paris,75056,précise,48,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:58:30,2021-06-22 17:58:30,oui,,,,Rue Édouard Lartet,,3791786.0,s1;s2;s3;s4;s5;o1;o2;e3;o4;
2270,urn:lsid:tela-botanica.org:cel:3791791,3791791,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],59213,Physciaceae,taxreflich,observation de terrain,1,48.83847,2.41271,WGS84,FR,Paris,75056,précise,48,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:58:30,2021-06-22 17:58:30,oui,,,,Rue Édouard Lartet,,3791786.0,o1;o2;o3;o4;o5;s1;s2;s3;s4;
2271,urn:lsid:tela-botanica.org:cel:3791792,3791792,Physcia adscendens/tenella,196232,Null,taxreflich,observation de terrain,1,48.83847,2.41271,WGS84,FR,Paris,75056,précise,48,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:58:30,2021-06-22 17:58:30,oui,,,,Rue Édouard Lartet,,3791786.0,o1;s3;s4;s5;
2272,urn:lsid:tela-botanica.org:cel:3791793,3791793,Candelariella sp.,190296,Null,taxreflich,observation de terrain,1,48.83847,2.41271,WGS84,FR,Paris,75056,précise,48,2021/06/17,tb_lichensgo,BenjaminCanut  (http://www.tela-botanica.org/profil:63609),0,2021-06-22 17:58:31,2021-06-22 17:58:31,oui,,,,Rue Édouard Lartet,,3791786.0,o2;o5;
