Id_quadrat,Id_lichens,Id_arbre,Location_lichens_sur_arbre,Date_Observation
1746,3791600,3791593,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', '']",2021/06/15
1747,3791601,3791593,"['n1', 'n2', 'n3', '']",2021/06/15
1748,3791602,3791593,"['s1', 's2', 's3', 's4', 's5', '']",2021/06/15
1749,3791603,3791594,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', '']",2021/06/15
1750,3791604,3791594,"['n1', 'o1', 'n2', 's2', 'e2', 'o2', 'n3', 'e3', 'o3', 'n4', 'o5', '']",2021/06/15
1751,3791605,3791594,"['s1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', 'n1', 'n2', 'n3', 'n4', '']",2021/06/15
1752,3791606,3791594,"['n1', 'n2', 'n3', '']",2021/06/15
1753,3791607,3791594,"['n1', 's1', 'e1', 'o1', 'n2', 's2', 'o2', 'n3', 'n4', '']",2021/06/15
1754,3791608,3791594,"['s1', 's2', 's3', 's4', 's5', 'e1', 'o1', 'o3', 'n4', 'o4', 'n5', '']",2021/06/15
1755,3791609,3791594,"['n1', 'n2', 'n3', 'n4', 'n5', 'e1', 'e3', 'e4', 'e5', '']",2021/06/15
1756,3791610,3791594,"['s1', 'n2', 'n3', 'n4', '']",2021/06/15
1757,3791611,3791594,"['s1', 'e5', '']",2021/06/15
1758,3791614,3791594,"['o1', 's2', 's3', 'o3', 's4', 'o4', 's5', 'e5', 'o5', '']",2021/06/15
1759,3791615,3791594,"['e1', 'e2', 'e3', 'e4', '']",2021/06/15
1760,3791616,3791594,"['s5', '']",2021/06/15
1761,3791617,3791595,"['o1', 'o2', 'o3', 'o4', 'o5', 'n1', 's1', 's2', 's3', 'e3', 'n5', 's5', '']",2021/06/15
1762,3791618,3791595,"['s1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'n1', 'n3', 'n5', '']",2021/06/15
1763,3791619,3791595,"['n1', 'n2', 'n3', 'n4', 'n5', 'o1', 'o2', 'o3', 'o4', 'o5', '']",2021/06/15
1764,3791620,3791595,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', '']",2021/06/15
1765,3791621,3791595,"['o1', 'o2', 'o3', 'o4', 'o5', 'n1', 's1', 'n2', 'n3', '']",2021/06/15
1766,3791622,3791595,"['e1', 'e2', 'o2', 'n3', 'e3', 'o3', 'e4', 'o4', 'e5', 'o5', '']",2021/06/15
1767,3791623,3791595,"['s1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', 'n4', 'n5', '']",2021/06/15
1768,3791624,3791595,"['e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', 's1', 'n3', 's3', 'n4', 's4', 's5', '']",2021/06/15
1769,3791625,3791595,"['n3', '']",2021/06/15
1770,3791626,3791595,"['s1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'n3', 'n4', 'o4', 'n5', '']",2021/06/15
1771,3791627,3791595,"['e1', 'e2', 'e3', 'e4', 'e5', 'o1', 's3', '']",2021/06/15
1772,3791628,3791595,"['o1', 'o2', 'o5', '']",2021/06/15
1773,3791629,3791595,"['s1', 's2', 's3', 'o4', '']",2021/06/15
1774,3791630,3791595,"['o4', '']",2021/06/15
1775,3791631,3791595,"['o1', 'o5', '']",2021/06/15
1776,3791632,3791595,"['e1', 'o1', 'e2', 'e3', '']",2021/06/15
1777,3791633,3791595,"['o3', '']",2021/06/15
1778,3791637,3791635,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 'e1', 'o1', 'e2', 'o2', 'e3', 'o3', 's4', 'o4', 's5', '']",2021/06/15
1779,3791638,3791635,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', '']",2021/06/15
1780,3791639,3791635,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', '']",2021/06/15
1781,3791640,3791635,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', '']",2021/06/15
1782,3791641,3791635,"['s1', 's2', 's3', 's4', 's5', 'n2', 'n3', 'n4', 'n5', '']",2021/06/15
1783,3791642,3791635,"['n1', 'n2', 'n3', 'n4', 'n5', 'e5', '']",2021/06/15
1784,3791643,3791635,"['n1', 'n3', 'n4', 'o5', '']",2021/06/15
1785,3791644,3791635,"['n3', 'n4', '']",2021/06/15
1786,3791645,3791635,"['s3', 'n4', 's4', 'o4', 'n5', 's5', '']",2021/06/15
1787,3791646,3791635,"['n5', '']",2021/06/15
1788,3791647,3791635,"['e1', 'e5', '']",2021/06/15
1789,3791648,3791635,"['e5', '']",2021/06/15
1790,3791649,3791634,"['s1', 's2', 's3', 's4', 's5', 'e2', 'e3', 'e4', 'e5', '']",2021/06/15
1791,3791650,3791634,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e3', 'o3', 'e4', 'o4', 'e5', 'o5', '']",2021/06/15
1792,3791651,3791634,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e2', 'e3', 'e4', 'e5', '']",2021/06/15
1793,3791652,3791634,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', '']",2021/06/15
1794,3791653,3791634,"['n1', 'n2', 'n3', 'n4', 'n5', 'e1', 'e2', 's3', 'e3', 's4', 'e4', '']",2021/06/15
1795,3791654,3791634,"['n1', 's1', 'e1', 's2', 'n4', 's4', '']",2021/06/15
1796,3791655,3791634,"['s2', 'o2', 's3', 's4', 'e4', 'o4', '']",2021/06/15
1797,3791656,3791634,"['s2', '']",2021/06/15
1798,3791657,3791634,"['e3', 'o4', 'o5', '']",2021/06/15
1799,3791658,3791634,"['n1', '']",2021/06/15
1800,3791659,3791634,"['o1', 'o2', 'o3', 'o4', 'o5', '']",2021/06/15
1801,3791660,3791634,"['o3', '']",2021/06/15
1802,3791661,3791636,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o3', '']",2021/06/15
1803,3791662,3791636,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', '']",2021/06/15
1804,3791663,3791636,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', '']",2021/06/15
1805,3791664,3791636,"['s1', 'o3', '']",2021/06/15
1806,3791665,3791636,"['o1', 'n3', 's3', 'n4', 'e4', 'o4', 'n5', 's5', 'o5', '']",2021/06/15
1807,3791666,3791636,"['o2', 'e4', 'o4', 'n5', '']",2021/06/15
1808,3791667,3791636,"['o3', 'o5', '']",2021/06/15
1809,3791668,3791636,"['o1', 'o2', 'o3', 'o4', 'o5', '']",2021/06/15
1810,3791669,3791636,"['e4', 'o4', '']",2021/06/15
1811,3791670,3791636,"['o2', 'o3', '']",2021/06/15
1812,3791675,3791672,"['s1', 'n2', 's2', 'n3', 'n4', 'n5', '']",2021/06/15
1813,3791676,3791672,"['n1', 'n2', 'n3', 'n4', 'n5', 'e1', 'e2', 'e3', 'e4', 'e5', '']",2021/06/15
1814,3791677,3791672,"['n1', 'n2', 'n3', 'n4', 'n5', 'e1', 'o1', 's2', 'e2', 'o2', 'e3', 'o3', 'e4', 'o4', 'e5', 'o5', '']",2021/06/15
1815,3791678,3791672,"['s2', 'o2', 's3', 'o3', 's4', 'o4', 'n5', 's5', 'e5', 'o5', '']",2021/06/15
1816,3791679,3791672,"['n1', 'n2', 'n3', 'n4', 'n5', 'e1', 'e2', 'e3', 'e4', 'e5', '']",2021/06/15
1817,3791680,3791672,"['n3', '']",2021/06/15
1818,3791681,3791673,"['s1', 's2', 's3', 's4', 's5', 'e1', 'o1', 'o2', 'n3', 'e3', 'o3', 'n4', 'o4', 'n5', 'e5', '']",2021/06/15
1819,3791682,3791673,"['s1', 'e1', 'o1', 'n2', 's2', 'e2', 'o3', 'o4', 'o5', '']",2021/06/15
1820,3791683,3791673,"['n1', 'n4', 'n5', '']",2021/06/15
1821,3791684,3791673,"['s1', '']",2021/06/15
1822,3791685,3791673,"['o1', 's2', '']",2021/06/15
1823,3791686,3791673,"['e2', 'e5', 'o5', '']",2021/06/15
1824,3791687,3791674,"['n1', 'e1', 'o1', 'n2', 's2', 'e2', 'o2', 's3', 'o3', 's4', 'e4', '']",2021/06/15
1825,3791688,3791674,"['n1', 'n2', 'n3', 'n4', 'n5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', 's1', 's2', 's3', 's4', '']",2021/06/15
1826,3791689,3791674,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 'e1', 's2', 'e2', 's3', 'e3', 'o3', 's4', 'e4', '']",2021/06/15
1827,3791690,3791674,"['n1', 'n2', 'n3', 'o3', 'o4', 'n5', 's5', 'o5', '']",2021/06/15
1828,3791691,3791674,"['n2', 'o2', 'n3', 'n4', 'e5', '']",2021/06/15
1829,3791692,3791674,"['s1', 's2', 'e4', '']",2021/06/15
1830,3791693,3791674,"['n2', 's2', 'o2', 'n3', 'o3', 'n4', 'e4', 'o4', 'n5', 's5', 'e5', 'o5', '']",2021/06/15
1831,3791694,3791674,"['o1', 'e2', '']",2021/06/15
1832,3791695,3791674,"['s1', 'o2', 's4', '']",2021/06/15
1833,3791699,3791696,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', '']",2021/06/16
1834,3791700,3791696,"['s1', 's2', 's3', 's4', 's5', 'o1', 'o2', 'o3', 'o4', '']",2021/06/16
1835,3791701,3791696,"['o1', 'o2', 'n3', 'o3', 'o4', 'n5', '']",2021/06/16
1836,3791702,3791696,"['e1', 'n2', 'o4', 'n5', 'e5', '']",2021/06/16
1837,3791703,3791696,"['e1', 'o1', 'e2', 'e3', 'e4', 'o4', 'e5', '']",2021/06/16
1838,3791704,3791696,"['n1', 'n2', '']",2021/06/16
1839,3791705,3791696,"['o4', '']",2021/06/16
1840,3791706,3791698,"['s1', 's2', 's3', 's4', 's5', 'o1', 'n2', 'o2', 'n3', 'o3', '']",2021/06/16
1841,3791707,3791698,"['s2', 's3', 's5', '']",2021/06/16
1842,3791708,3791698,"['s1', '']",2021/06/16
1843,3791709,3791697,"['s1', 'n2', 's2', 'e2', 's3', 'n5', 'e5', '']",2021/06/16
1844,3791710,3791697,"['s1', 's2', 's3', 's4', 's5', 'o1', 'o2', 'o3', 'o4', 'o5', 'e1', 'e2', 'e3', 'e4', '']",2021/06/16
1845,3791711,3791697,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', '']",2021/06/16
1846,3791712,3791697,"['e1', 's2', 'e3', '']",2021/06/16
1847,3791713,3791697,"['s3', '']",2021/06/16
1848,3791714,3791697,"['e1', 'n2', '']",2021/06/16
1849,3791715,3791697,"['n4', '']",2021/06/16
1850,3791722,3791719,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', '']",2021/06/16
1851,3791723,3791719,"['n1', 'n2', 'n3', 'n4', 'n5', 'o1', 's2', 'e4', 'o4', 'e5', '']",2021/06/16
1852,3791724,3791719,"['n5', '']",2021/06/16
1853,3791725,3791719,"['o2', 'n3', 's4', '']",2021/06/16
1854,3791726,3791719,"['o1', 'o2', '']",2021/06/16
1855,3791727,3791719,"['s3', 'o4', '']",2021/06/16
1856,3791728,3791720,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 'e1', 'o1', 'o2', 's3', 'e3', 'o3', 's4', 'e4', 's5', 'e5', '']",2021/06/16
1857,3791729,3791720,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', '']",2021/06/16
1858,3791730,3791720,"['n1', 'o1', 'n2', 'o2', 'e4', 'e5', '']",2021/06/16
1859,3791731,3791720,"['e1', 'e2', 'e3', 'e4', 'e5', 'n1', 's1', 'n2', 's2', 'n4', 'o4', 's5', 'o5', '']",2021/06/16
1860,3791732,3791720,"['e1', 'e4', 'o5', '']",2021/06/16
1861,3791733,3791721,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o4', 'o5', '']",2021/06/16
1862,3791734,3791721,"['n1', 's2', 'e2', 's3', 'e3', 'o3', 's4', 'e4', 's5', '']",2021/06/16
1863,3791735,3791721,"['n1', 'e1', 'o1', 'n2', 's2', 'o2', 'n3', 'n4', 's4', 'o4', 'o5', '']",2021/06/16
1864,3791736,3791721,"['s1', 's5', '']",2021/06/16
1865,3791737,3791721,"['s2', 's3', 's4', 's5', '']",2021/06/16
1866,3791738,3791721,"['s3', '']",2021/06/16
1867,3791739,3791721,"['s4', '']",2021/06/16
1868,3791743,3791740,"['n1', 'n2', '']",2021/06/17
1869,3791744,3791740,"['o3', 's4', 'o4', '']",2021/06/17
1870,3791745,3791740,"['s1', 'o1', 'e2', 'o2', 'n4', 's4', 'o4', 'n5', '']",2021/06/17
1871,3791746,3791740,"['o3', '']",2021/06/17
1872,3791747,3791740,"['s1', 's2', 's3', 'o5', '']",2021/06/17
1873,3791748,3791741,"['n2', '']",2021/06/17
1874,3791749,3791741,"['o1', 'e2', 'e3', 'o3', 'e4', 'e5', '']",2021/06/17
1875,3791750,3791741,"['s2', 'o3', 's5', 'e5', '']",2021/06/17
1876,3791751,3791742,"['n1', '']",2021/06/17
1877,3791752,3791742,"['s1', 'e2', 'e3', 'o3', 'e4', '']",2021/06/17
1878,3791756,3791753,"['e1', 'e2', 'e3', 'e4', 'e5', 'n1', 's1', 'o1', 'n2', 'o2', 'n3', 'o3', 'n4', 'o4', 'n5', 's5', 'o5', '']",2021/06/17
1879,3791757,3791753,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 'e3', 's4', 'e4', 'e5', '']",2021/06/17
1880,3791758,3791753,"['n2', 's3', 's4', '']",2021/06/17
1881,3791759,3791753,"['n2', 's2', 'n3', 'e3', 'n4', 'n5', '']",2021/06/17
1882,3791760,3791753,"['n4', '']",2021/06/17
1883,3791761,3791753,"['s1', 's2', 's3', 'e3', 's4', 'e4', 'e5', '']",2021/06/17
1884,3791762,3791753,"['s3', '']",2021/06/17
1885,3791763,3791753,"['s4', '']",2021/06/17
1886,3791764,3791754,"['s1', 'e1', 's2', 'e5', '']",2021/06/17
1887,3791765,3791754,"['n1', 'n2', 'n3', 'n4', 'n5', 'e1', 'e2', 'e3', 'e4', 'e5', 's1', 's2', 's3', '']",2021/06/17
1888,3791766,3791754,"['o1', 'o2', 'o3', 'o4', 'o5', 's1', 's5', '']",2021/06/17
1889,3791767,3791754,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', '']",2021/06/17
1890,3791768,3791754,"['e2', '']",2021/06/17
1891,3791769,3791754,"['e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', 'n1', 's1', 'n2', 's2', 'n3', 's3', 'n4', 'n5', '']",2021/06/17
1892,3791770,3791754,"['e1', 'e3', 'o3', 'e5', 'o5', '']",2021/06/17
1893,3791771,3791754,"['n3', '']",2021/06/17
1894,3791772,3791754,"['o2', '']",2021/06/17
1895,3791773,3791754,"['n2', 'n3', '']",2021/06/17
1896,3791774,3791755,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', '']",2021/06/17
1897,3791775,3791755,"['o1', 'o2', 'o3', 'o4', 'o5', 'n2', 's4', 'e4', 'n5', 's5', '']",2021/06/17
1898,3791776,3791755,"['e1', 's4', 'e5', '']",2021/06/17
1899,3791777,3791755,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', '']",2021/06/17
1900,3791778,3791755,"['o1', 'o2', 'o3', 'o4', 'o5', 's1', 'e1', 's2', 'e2', 'e4', 'n5', '']",2021/06/17
1901,3791779,3791755,"['s2', 's3', '']",2021/06/17
1902,3791780,3791755,"['e1', 'o2', 's3', 'e3', 's4', 'e4', 'e5', 'o5', '']",2021/06/17
1903,3791781,3791755,"['o1', 'o3', 's5', '']",2021/06/17
1904,3791782,3791755,"['n1', 'n2', 'n3', 'n4', 'n5', 'o1', 'o2', 'o3', 'o4', '']",2021/06/17
1905,3791783,3791755,"['e1', 'e2', 'e3', 'e4', 'e5', 'o4', 'o5', '']",2021/06/17
1906,3791784,3791755,"['e2', 'e4', '']",2021/06/17
1907,3791785,3791755,"['o5', '']",2021/06/17
1908,3791789,3791786,"['s1', 's2', 's3', 's4', 's5', 'o1', 'o2', 'o3', 'o4', 'o5', 'n1', 'n2', 'e2', 'n3', '']",2021/06/17
1909,3791790,3791786,"['s1', 's2', 's3', 's4', 's5', 'o1', 'o2', 'e3', 'o4', '']",2021/06/17
1910,3791791,3791786,"['o1', 'o2', 'o3', 'o4', 'o5', 's1', 's2', 's3', 's4', '']",2021/06/17
1911,3791792,3791786,"['o1', 's3', 's4', 's5', '']",2021/06/17
1912,3791793,3791786,"['o2', 'o5', '']",2021/06/17
1913,3791794,3791787,"['n1', 's1', 'o1', 'o2', 's4', 'o4', 'o5', '']",2021/06/17
1914,3791795,3791787,"['s1', 's2', 's3', 's4', 's5', 'n1', 'o1', 'n2', 'o2', 'n3', 'e3', 'n4', '']",2021/06/17
1915,3791796,3791787,"['o3', '']",2021/06/17
1916,3791797,3791787,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', '']",2021/06/17
1917,3791798,3791787,"['o2', 'o5', '']",2021/06/17
1918,3791799,3791787,"['s1', 's2', 's3', 's4', 's5', 'n1', 'n2', 'e2', 'o3', 'e4', 'e5', 'o5', '']",2021/06/17
1919,3791800,3791787,"['n4', '']",2021/06/17
1920,3791801,3791788,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 'e1', 'o1', 's2', 'e3', 'o3', 'e4', 'o4', 'o5', '']",2021/06/17
1921,3791802,3791788,"['o1', 'n2', 's2', 'o4', 'o5', '']",2021/06/17
1922,3791803,3791788,"['o1', 'o2', 'o3', 'o4', 'o5', 'n1', 'e2', 'e3', 'n4', 'n5', 's5', 'e5', '']",2021/06/17
1923,3791804,3791788,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 'e1', 'o1', 'e2', 'o2', 's3', 'o3', 's4', 'e4', 's5', '']",2021/06/17
1924,3791805,3791788,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', '']",2021/06/17
1925,3791806,3791788,"['o1', '']",2021/06/17
1926,3791807,3791788,"['n1', 'n2', 'n3', 'n4', 'n5', 'o1', 'o2', 'o3', 'o4', 'o5', 's1', 's2', 's3', 's4', 'e5', '']",2021/06/17
1927,3791808,3791788,"['e4', '']",2021/06/17
1928,3791809,3791788,"['s1', 's2', 'e2', 's3', 's5', '']",2021/06/17
1929,3791821,3791818,"['e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', 's2', 's3', 's4', 's5', '']",2021/06/22
1930,3791822,3791818,"['o1', 'o2', 'o4', '']",2021/06/22
1931,3791823,3791818,"['o4', 'o5', '']",2021/06/22
1932,3791824,3791818,"['o4', '']",2021/06/22
1933,3791825,3791818,"['o1', 'o2', 'o3', 'o4', 'o5', 'e1', '']",2021/06/22
1934,3791826,3791818,"['o2', '']",2021/06/22
1935,3791827,3791818,"['o3', 'o4', 'o5', '']",2021/06/22
1936,3791828,3791819,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', '']",2021/06/22
1937,3791829,3791819,"['n2', 'n3', 'o5', '']",2021/06/22
1938,3791830,3791819,"['n1', '']",2021/06/22
1939,3791831,3791819,"['s1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'n1', 'n2', 'n3', 'n4', '']",2021/06/22
1940,3791832,3791819,"['e1', 'e2', 'e5', '']",2021/06/22
1941,3791833,3791819,"['n1', 'n2', '']",2021/06/22
1942,3791834,3791819,"['n2', '']",2021/06/22
1943,3791835,3791819,"['n2', '']",2021/06/22
1944,3791836,3791819,"['n3', '']",2021/06/22
1945,3791837,3791819,"['n4', '']",2021/06/22
1946,3791838,3791819,"['e1', 'e2', 'e3', 'e4', 'e5', 'n1', 'n4', '']",2021/06/22
1947,3791839,3791820,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', '']",2021/06/22
1948,3791840,3791820,"['n2', 'n3', 'n4', 'o4', 'n5', 's5', 'o5', '']",2021/06/22
1949,3791841,3791820,"['n1', 'e1', 's5', '']",2021/06/22
1950,3791842,3791820,"['s2', 'n4', 'n5', '']",2021/06/22
1951,3791843,3791820,"['s1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'n1', '']",2021/06/22
1952,3791844,3791820,"['n4', '']",2021/06/22
1953,3791845,3791820,"['s1', 's2', 's4', '']",2021/06/22
1954,3795535,3795528,"['n1', 'n2', 'n3', 'n4', 'n5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', 's1', 's2', 's3', 's5', '']",2021/07/16
1955,3795536,3795528,"['n1', 'n2', 'n3', 'n4', 'n5', '']",2021/07/16
1956,3795537,3795528,"['n1', 'n2', 'n3', 'n4', 'n5', 'e1', 'o1', 'e2', 'o2', 'o4', 'o5', '']",2021/07/16
1957,3795538,3795528,"['n1', 'e1', 'o1', '']",2021/07/16
1958,3795539,3795528,"['n1', 'n2', 'n3', 'n4', 'n5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', 's1', 's3', '']",2021/07/16
1959,3795540,3795528,"['n1', 's1', 'o1', 'o2', 'o4', 'o5', '']",2021/07/16
1960,3795541,3795528,"['e1', 'e2', 'e3', 'e4', 'e5', 'n2', '']",2021/07/16
1961,3795542,3795528,"['n2', '']",2021/07/16
1962,3795543,3795528,"['n2', 'n5', '']",2021/07/16
1963,3795544,3795528,"['n3', 'n4', 'o5', '']",2021/07/16
1964,3795545,3795528,"['e4', '']",2021/07/16
1965,3795546,3795529,"['s1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', 'n1', 'n3', 'n5', '']",2021/07/16
1966,3795547,3795529,"['n1', 'n2', 'n3', 'n4', 'n5', 'o4', 'o5', '']",2021/07/16
1967,3795548,3795529,"['n4', '']",2021/07/16
1968,3795549,3795529,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'o1', 'o2', 'o3', 'o4', 'o5', 'e2', 'e3', '']",2021/07/16
1969,3795550,3795529,"['n1', 'e1', 'n2', 's2', 'o2', 's3', 'o3', 's4', 'e4', 'n5', 's5', 'e5', '']",2021/07/16
1970,3795551,3795529,"['n4', '']",2021/07/16
1971,3795552,3795529,"['n3', '']",2021/07/16
1972,3795553,3795529,"['e1', 'e2', 'e3', 'e4', 'e5', 's1', 'n2', 'o2', 's3', 'o3', '']",2021/07/16
1973,3795554,3795529,"['n4', '']",2021/07/16
1974,3795555,3795529,"['n2', '']",2021/07/16
1975,3795556,3795529,"['s1', 'e1', 'o1', 's2', 'e2', 'e3', 's4', 'e4', 'o4', 's5', '']",2021/07/16
1976,3795557,3795529,"['e4', 'e5', '']",2021/07/16
1977,3795558,3795530,"['n1', 'o4', '']",2021/07/16
1978,3795559,3795530,"['n4', '']",2021/07/16
1979,3795560,3795530,"['n2', 'n3', 'n4', 'n5', 'o5', '']",2021/07/16
1980,3795561,3795530,"['n1', 'n2', 'n3', 'n4', 'n5', 'o1', 'o2', 'o3', 'o4', 'o5', 's1', 'e2', 's3', 'e3', 's4', 'e4', 's5', 'e5', '']",2021/07/16
1981,3795562,3795530,"['n1', 'o1', 'n3', 'o3', 'n4', 'o4', 'o5', '']",2021/07/16
1982,3795563,3795530,"['o5', '']",2021/07/16
1983,3795564,3795530,"['n5', '']",2021/07/16
1984,3795565,3795530,"['n2', '']",2021/07/16
1985,3795566,3795530,"['n1', 'n2', 'n3', 'n4', 'n5', 'o4', 'o5', '']",2021/07/16
1986,3795567,3795530,"['s3', 'o3', 'e5', '']",2021/07/16
1987,3795568,3795530,"['n1', 'n3', 'n4', '']",2021/07/16
1988,3795569,3795530,"['o4', '']",2021/07/16
1989,3795570,3795530,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'o1', 'o2', 'o3', 'o4', 'o5', 'e2', 'e3', 'e4', 'e5', '']",2021/07/16
1990,3795571,3795530,"['o1', '']",2021/07/16
1991,3795572,3795530,"['o5', '']",2021/07/16
1992,3795934,3795932,"['n1', 'o1', 'o2', 'o3', 'n4', 'o4', 'n5', 'e5', 'o5', '']",2021/07/21
1993,3795935,3795932,"['o1', 'n2', 'o2', 'n3', 'o3', 'e4', 'o4', 'o5', '']",2021/07/21
1994,3795936,3795932,"['n1', 'o1', 'n4', 'n5', 'o5', '']",2021/07/21
1995,3795937,3795932,"['s1', 'e1', 'o1', 'n2', 's2', 'e2', 'o2', 'n3', 's3', 'e3', 'o3', 'n4', 'o4', 'n5', 's5', 'e5', 'o5', '']",2021/07/21
1996,3795938,3795932,"['o2', 'n3', '']",2021/07/21
1997,3795939,3795932,"['e1', 'o1', 'e3', 'o3', 's4', 'e4', 'o4', 'o5', '']",2021/07/21
1998,3795940,3795932,"['e3', '']",2021/07/21
1999,3795941,3795932,"['s1', 's2', 'e2', 's3', 's4', 'e4', 's5', '']",2021/07/21
