,Identifiant,Espèce,Date Création,Latitude,Longitude,ext:loc-sur-tronc
1161,3740633,Amandinea punctata/Lecidella elaeochroma,2021-01-15 21:16:08,48.7888,2.45496,o1;o2;o3;o4;o5;
1163,3740666,Null,2021-01-17 21:38:57,48.79012,2.45363,n1;s1;n2;n3;n4;n5;
1164,3740667,Hypogymnia physodes/tubulosa,2021-01-17 21:38:59,48.79012,2.45363,o1;e3;o3;e4;o4;
1165,3740668,Amandinea punctata/Lecidella elaeochroma,2021-01-17 21:39:00,48.79012,2.45363,n2;s2;n3;n4;s4;
1166,3740669,Physcia adscendens/tenella,2021-01-17 21:39:02,48.79012,2.45363,e1;o1;o3;e4;o4;o5;
1167,3740670,Flavoparmelia caperata/soredians,2021-01-17 21:39:03,48.79012,2.45363,e1;e2;e3;
1168,3740671,Physcia aipolia/stellaris,2021-01-17 21:39:04,48.79012,2.45363,e2;o2;e3;o3;e4;
1172,3740675,Xanthoria parietina (L.) Th.Fr. [1860],2021-01-17 21:53:43,48.78844,2.45524,o1;
1173,3740676,Amandinea punctata/Lecidella elaeochroma,2021-01-17 21:53:43,48.78844,2.45524,e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;s3;
1174,3740677,Flavoparmelia caperata/soredians,2021-01-17 21:53:44,48.78844,2.45524,o3;o4;
1175,3740678,Physcia adscendens/tenella,2021-01-17 21:53:45,48.78844,2.45524,n1;s1;e1;n2;s2;e2;
1176,3740679,Null,2021-01-17 21:53:46,48.78844,2.45524,s1;s2;s3;s4;
1177,3740680,Physcia adscendens/tenella,2021-01-17 21:59:42,48.7883,2.45538,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;
1178,3740681,Xanthoria parietina (L.) Th.Fr. [1860],2021-01-17 21:59:42,48.7883,2.45538,n3;n5;
1179,3740682,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],2021-01-17 21:59:43,48.7883,2.45538,o2;n3;o3;n4;
1180,3740683,Amandinea punctata/Lecidella elaeochroma,2021-01-17 21:59:43,48.7883,2.45538,e2;o2;s3;e3;o3;e4;o4;o5;
1181,3740684,Candelaria concolor (Dicks.) Stein,2021-01-17 21:59:43,48.7883,2.45538,n1;n2;n3;n4;n5;s2;s3;s4;s5;
1182,3740685,Physcia adscendens/tenella,2021-01-17 22:01:25,48.78844,2.45523,n3;n4;n5;
1183,3740686,Lecanora sp.,2021-01-17 22:01:25,48.78844,2.45523,n3;s3;n4;s4;n5;o5;
1184,3740687,Amandinea punctata/Lecidella elaeochroma,2021-01-17 22:01:26,48.78844,2.45523,o1;o2;o3;o4;o5;n3;e3;n4;e4;n5;s5;e5;
1186,3740726,Parmotrema perlatum/reticulatum,2021-01-18 19:40:43,48.78873,2.45503,n2;s2;o2;n3;s3;
1187,3740727,Amandinea punctata/Lecidella elaeochroma,2021-01-18 19:40:44,48.78873,2.45503,n1;e1;o1;n2;s2;e2;o2;n3;s3;e3;o3;n4;e4;o4;n5;e5;o5;
1188,3740728,Lecanora sp.,2021-01-18 19:40:44,48.78873,2.45503,s2;o2;n3;s3;e3;o3;n4;s4;o4;o5;
1194,3740829,Flavoparmelia caperata/soredians,2021-01-21 19:54:21,48.79012,2.45363,e1;o1;n2;e2;o2;e3;o3;n4;e4;o4;n5;e5;o5;
1195,3740830,Xanthoria parietina (L.) Th.Fr. [1860],2021-01-21 19:54:21,48.79012,2.45363,o1;n2;o2;e3;o3;n4;s4;e4;o4;o5;
1196,3740831,Diploicia canescens (Dicks.) A.Massal. [1852],2021-01-21 19:54:21,48.79012,2.45363,o2;n3;e3;o3;n4;e4;n5;e5;o5;
1197,3740832,Amandinea punctata/Lecidella elaeochroma,2021-01-21 19:54:22,48.79012,2.45363,s3;o4;n5;o5;
1198,3740833,Amandinea punctata/Lecidella elaeochroma,2021-01-21 19:54:22,48.79012,2.45363,n1;e1;n2;e2;e3;
1199,3740834,Parmotrema perlatum/reticulatum,2021-01-21 19:54:23,48.79012,2.45363,n1;e1;
1200,3740835,Candelaria concolor (Dicks.) Stein,2021-01-21 19:54:23,48.79012,2.45363,o1;
1202,3740840,Physcia adscendens/tenella,2021-01-22 09:04:36,48.78838,2.45533,n1;n2;
1203,3740841,Amandinea punctata/Lecidella elaeochroma,2021-01-22 09:08:20,48.78838,2.45533,e1;e2;e3;e4;e5;
1204,3740842,Hypogymnia physodes/tubulosa,2021-01-22 09:17:01,48.78838,2.45533,n2;e3;n5;o5;
1205,3740843,Lecanora sp.,2021-01-22 09:24:34,48.78838,2.45533,n2;n4;
1206,3740844,Candelaria concolor (Dicks.) Stein,2021-01-22 09:32:59,48.78838,2.45533,n1;n2;n4;s4;n5;s5;
1208,3740849,Physcia adscendens/tenella,2021-01-22 13:52:00,48.79028,2.4535,s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;
1209,3740850,Amandinea punctata/Lecidella elaeochroma,2021-01-22 13:52:00,48.79028,2.4535,n1;n2;n3;n4;n5;e2;o2;e3;o3;e4;o4;o5;
1211,3740855,Xanthoria parietina (L.) Th.Fr. [1860],2021-01-22 16:22:22,48.78911,2.45443,s1;s2;s3;s4;s5;n2;e3;e4;o5;
1212,3740856,Pertusaria pertusa (Weigel) Tuck.,2021-01-22 16:22:23,48.78911,2.45443,n4;s4;e4;o4;n5;s5;e5;o5;
1213,3740857,Amandinea punctata/Lecidella elaeochroma,2021-01-22 16:22:24,48.78911,2.45443,n1;o1;n3;o3;n4;o4;n5;e5;o5;
1216,3740861,Physcia adscendens/tenella,2021-01-22 17:55:13,48.78864,2.45509,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e2;o2;e3;o3;o4;o5;
1217,3740862,Candelaria concolor (Dicks.) Stein,2021-01-22 17:56:38,48.78864,2.45509,s1;n4;s4;e4;n5;s5;
1220,3740865,Physcia adscendens/tenella,2021-01-22 18:12:36,48.78867,2.45509,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e2;o2;e3;o3;o4;o5;
1221,3740866,Xanthoria parietina (L.) Th.Fr. [1860],2021-01-22 18:12:37,48.78867,2.45509,o3;n4;n5;o5;
1222,3740867,Candelaria concolor (Dicks.) Stein,2021-01-22 18:12:37,48.78867,2.45509,s2;n4;s4;e4;n5;s5;
1223,3740868,Xanthoria parietina (L.) Th.Fr. [1860],2021-01-22 18:12:37,48.78864,2.4551,s1;s2;s3;s4;s5;n2;e3;e4;e5;o5;
1224,3740869,Pertusaria pertusa (Weigel) Tuck.,2021-01-22 18:12:38,48.78864,2.4551,n4;s4;e4;o4;n5;s5;e5;o5;
1225,3740870,Amandinea punctata/Lecidella elaeochroma,2021-01-22 18:12:38,48.78864,2.4551,n1;o1;n3;o3;n4;o4;n5;e5;
1226,3740871,Physconia grisea (Lam.) Poelt [1965],2021-01-22 18:12:39,48.78864,2.4551,n1;n3;n4;
1233,3740928,Amandinea punctata/Lecidella elaeochroma,2021-01-23 21:24:21,48.78881,2.45494,n2;s2;o2;n3;s3;e3;o3;n4;s4;o4;n5;s5;
1234,3740929,Candelaria concolor (Dicks.) Stein,2021-01-23 21:24:22,48.78881,2.45494,n1;o1;n2;s2;e2;o2;n3;s3;e3;o3;n4;n5;s5;
