,Identifiant,Espèce,Date Création,Latitude,Longitude,ext:loc-sur-tronc
1415,3743884,Xanthoria parietina (L.) Th.Fr. [1860],2021-02-19 01:13:53,48.83161,2.40418,o1;o2;o3;o4;o5;n1;n2;e2;n3;
1416,3743885,Physcia adscendens/tenella,2021-02-19 01:13:54,48.83161,2.40418,s1;e2;
1417,3743887,Xanthoria parietina (L.) Th.Fr. [1860],2021-02-19 01:47:28,48.83159,2.40408,s1;o1;n2;o2;n3;s3;o3;
1418,3743888,Parmelina tiliacea/pastillifera,2021-02-19 01:47:29,48.83159,2.40408,e1;e2;e3;e4;e5;n1;s2;n3;s3;o3;
1419,3743889,Punctelia sp.,2021-02-19 01:47:29,48.83159,2.40408,s1;o2;s3;
1420,3743890,Amandinea punctata/Lecidella elaeochroma,2021-02-19 01:47:29,48.83159,2.40408,n1;
1421,3743891,Punctelia sp.,2021-02-19 01:47:30,48.83159,2.40408,n1;n2;n3;n4;n5;s1;e2;o3;
1422,3743892,Candelaria concolor (Dicks.) Stein,2021-02-19 01:47:30,48.83159,2.40408,e1;e2;e3;e4;e5;s1;n2;o2;n3;s3;
1423,3743893,Hypotrachyna afrorevoluta/revoluta,2021-02-19 01:47:31,48.83159,2.40408,s1;s2;e2;n3;s3;e4;o5;
1424,3743894,Amandinea punctata/Lecidella elaeochroma,2021-02-19 01:47:31,48.83154,2.40415,n2;s2;e2;o2;
1425,3743895,Punctelia sp.,2021-02-19 01:47:32,48.83154,2.40415,o1;o2;o3;o4;o5;e1;s2;n3;
1426,3743896,Xanthoria parietina (L.) Th.Fr. [1860],2021-02-19 01:47:32,48.83154,2.40415,n1;n2;n3;n4;n5;s1;e2;o3;
1427,3743897,Hypotrachyna afrorevoluta/revoluta,2021-02-19 01:49:18,48.83154,2.40415,o1;e2;s3;n4;
1429,3743900,autre lichen crustacé,2021-02-19 10:52:01,48.83276,2.40504,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;
1430,3743901,Physcia adscendens/tenella,2021-02-19 10:57:05,48.83276,2.40504,n1;n2;n3;
1431,3743902,Punctelia sp.,2021-02-19 10:59:00,48.83276,2.40504,n2;s2;e2;o2;n3;s3;e3;o3;
1433,3743904,Punctelia sp.,2021-02-19 11:23:44,48.83276,2.40504,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;
1434,3743905,Hypogymnia physodes/tubulosa,2021-02-19 11:36:59,48.83276,2.40504,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;
1436,3743908,Punctelia sp.,2021-02-19 11:42:23,48.83276,2.40504,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;
1437,3743909,Amandinea punctata/Lecidella elaeochroma,2021-02-19 11:42:31,48.83252,2.4042,n1;n4;n5;
1444,3743916,Amandinea punctata/Lecidella elaeochroma,2021-02-19 12:00:34,48.83225,2.40479,n1;n4;n5;
1445,3743917,Diploicia canescens (Dicks.) A.Massal. [1852],2021-02-19 12:02:31,48.83243,2.40462,n1;n2;n3;n4;n5;o1;s2;o2;s3;s4;
1446,3743918,Diploicia canescens (Dicks.) A.Massal. [1852],2021-02-19 12:03:52,48.83201,2.40416,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;
1447,3743919,Candelaria concolor (Dicks.) Stein,2021-02-19 12:03:52,48.83201,2.40416,n1;n2;s2;n3;n4;
1448,3743920,Punctelia sp.,2021-02-19 12:06:40,48.82987,2.40509,o1;o2;
1449,3743921,Parmelia sulcata Taylor s.l.,2021-02-19 12:06:40,48.82985,2.40495,n1;
1450,3743922,Diploicia canescens (Dicks.) A.Massal. [1852],2021-02-19 12:06:41,48.82985,2.40495,n3;n4;n5;
1451,3743923,Candelaria concolor (Dicks.) Stein,2021-02-19 12:06:41,48.82985,2.40495,n1;n2;
1452,3743924,Parmelina tiliacea/pastillifera,2021-02-19 12:06:41,48.82985,2.40495,o1;o2;o3;o4;o5;
1453,3743925,Hypogymnia physodes/tubulosa,2021-02-19 12:07:46,48.82986,2.40508,n2;
1459,3746189,Amandinea punctata/Lecidella elaeochroma,2021-03-15 08:15:18,45.82611,1.23338,s1;s3;s4;s5;e5;
1460,3746190,Evernia prunastri (L.) Ach. [1810],2021-03-15 08:15:19,45.82611,1.2335,e2;e3;n4;n5;
1461,3746191,Pertusaria amara (Ach.) Nyl.,2021-03-15 08:15:19,45.82611,1.23338,s1;e1;e2;o2;
1462,3746192,Pertusaria albescens (Huds.) M. Choisy & Werner,2021-03-15 08:15:20,45.82611,1.23338,e5;
1463,3746193,Psilolechia clavulifera (Nyl.) Coppins,2021-03-15 08:15:20,45.82611,1.23338,o1;o2;o3;o4;o5;s2;n3;n4;n5;
1464,3746194,Evernia prunastri (L.) Ach. [1810],2021-03-15 08:15:21,45.82611,1.23338,n1;s1;n2;s2;e2;o2;n3;o3;s5;
1465,3746195,Flavoparmelia caperata/soredians,2021-03-15 08:15:21,45.82611,1.23338,e1;e2;e3;e4;e5;n1;s1;n4;s4;o4;s5;
1466,3746196,Physconia grisea (Lam.) Poelt [1965],2021-03-15 08:15:21,45.82611,1.23338,s1;e1;e5;
1467,3746197,Melanohalea exasperata ,2021-03-15 08:15:22,45.82611,1.23338,s1;s2;s3;s4;s5;o1;o2;o3;o4;o5;e1;n5;e5;
1468,3746198,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],2021-03-15 08:15:22,45.82611,1.23338,n2;n3;n4;s5;
1469,3746199,Hypogymnia physodes (L.) Nyl.,2021-03-15 08:38:24,45.82611,1.23338,o1;s3;e3;o3;
1470,3746200,Hypogymnia tubulosa (Schaer.) Hav.,2021-03-15 08:38:25,45.82611,1.23338,n1;s1;n2;s2;n4;n5;e5;
1471,3746201,Lecanora sp.,2021-03-15 08:38:26,45.82611,1.23338,s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;n2;n4;n5;
1472,3746202,Parmelia sulcata ,2021-03-15 08:38:26,45.82611,1.23338,s3;n4;
1473,3746203,Parmotrema perlatum (Huds.) M.Choisy,2021-03-15 08:38:27,45.82611,1.23338,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;o1;o2;o3;o4;o5;e1;
1474,3746204,Punctelia subrudecta (Nyl.) Krog,2021-03-15 08:38:28,45.82611,1.23338,s4;o5;
1475,3746205,Flavoparmelia caperata/soredians,2021-03-15 08:38:28,45.82611,1.2335,e1;e2;e4;
1476,3746206,Lecanora sp.,2021-03-15 08:38:29,45.82611,1.2335,n1;n2;n3;n4;n5;o1;s5;o5;
1477,3746207,Parmelia sulcata ,2021-03-15 08:38:29,45.82611,1.2335,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o5;
1478,3746208,Parmelina tiliacea/pastillifera,2021-03-15 08:38:29,45.82611,1.2335,e1;e2;e4;e5;
1480,3746210,Amandinea punctata/Lecidella elaeochroma,2021-03-15 09:02:07,45.82619,1.23354,n1;s1;o1;o3;o4;o5;
1481,3746211,autre lichen crustacé,2021-03-15 09:02:08,45.82619,1.23354,n1;s1;e1;s2;e2;s3;e3;s5;e5;o5;
1482,3746212,Psilolechia clavulifera (Nyl.) Coppins,2021-03-15 09:02:08,45.82619,1.23354,n1;o1;n3;
1483,3746213,Evernia prunastri (L.) Ach. [1810],2021-03-15 09:02:08,45.82619,1.23354,s1;s2;e2;o2;s3;o3;e4;n5;s5;o5;
1484,3746214,Flavoparmelia caperata/soredians,2021-03-15 09:02:09,45.82619,1.23354,s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;n2;n3;n4;
1485,3746215,Melanohalea exasperata ,2021-03-15 09:02:09,45.82619,1.23354,o1;e2;e3;e4;e5;
1486,3746216,Hypogymnia physodes (L.) Nyl.,2021-03-15 09:02:10,45.82619,1.23354,e1;
1487,3746217,Hypogymnia tubulosa (Schaer.) Hav.,2021-03-15 09:02:10,45.82619,1.23354,s1;e1;o1;s2;o2;s3;e3;o3;o4;s5;e5;
1488,3746218,Lecanora sp.,2021-03-15 09:02:10,45.82619,1.23354,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;
1489,3746219,Parmelia sulcata ,2021-03-15 09:02:11,45.82619,1.23354,s2;
1490,3746220,Punctelia borreri (Sm.) Krog,2021-03-15 09:13:13,45.82619,1.23354,o5;
1491,3746221,Usnea flammea Stirt.,2021-03-15 09:23:43,45.82619,1.23354,o5;
1494,3747610,Xanthoria parietina (L.) Th.Fr. [1860],2021-03-25 20:43:47,47.34478,5.04647,s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;
1495,3747611,Parmelia saxatilis (L.) Ach. [1803],2021-03-25 20:43:48,47.34478,5.04647,n1;n2;n3;n4;n5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;
1496,3747612,Parmelia saxatilis (L.) Ach. [1803],2021-03-25 20:43:49,47.34535,5.04582,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;
1497,3751126,autres Melanohalea,2021-04-14 12:12:06,45.83058,1.25204,s3;s4;
1502,3751191,Flavoparmelia caperata/soredians,2021-04-14 18:53:09,45.83059,1.25203,n1;n3;s4;
1503,3751192,Lepraria incana (L.) Ach.,2021-04-14 18:53:09,45.83059,1.25203,s1;s2;s3;s4;s5;n1;n2;n4;n5;
1504,3751193,autres Melanohalea,2021-04-14 18:53:10,45.83059,1.25203,s3;s4;
1505,3751194,autre lichen crustacé,2021-04-14 18:53:11,45.83059,1.25203,o1;o2;o3;o4;o5;s2;n3;e3;n4;e4;e5;
1506,3751195,Parmelia sulcata ,2021-04-14 18:53:11,45.83059,1.25203,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;
1507,3751196,Parmelina tiliacea/pastillifera,2021-04-14 18:53:12,45.83059,1.25203,o1;
1508,3751197,Parmotrema perlatum (Huds.) M.Choisy,2021-04-14 18:53:13,45.83059,1.25203,n1;s1;e2;n3;s3;n4;s4;n5;s5;e5;
1509,3751198,Physcia adscendens/tenella,2021-04-14 18:53:13,45.83059,1.25203,s4;s5;
1510,3751199,Punctelia jeckeri (Roum.) Kalb,2021-04-14 18:53:14,45.83059,1.25203,s1;e1;s2;s3;s5;
1511,3751200,Xanthoria parietina (L.) Th.Fr. [1860],2021-04-14 18:53:14,45.83059,1.25203,e4;
1512,3751204,Punctelia sp.,2021-04-14 19:04:06,45.83059,1.25203,e1;e2;e3;e4;e5;n4;
1513,3751205,Hypogymnia physodes (L.) Nyl.,2021-04-14 19:04:06,45.83059,1.25203,n5;
1514,3751206,Amandinea punctata/Lecidella elaeochroma,2021-04-14 19:04:06,45.83061,1.2521,s1;n2;e2;n3;e3;s4;e4;e5;
1515,3751207,Flavoparmelia caperata/soredians,2021-04-14 19:04:07,45.83061,1.2521,e1;e3;n5;
1516,3751208,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],2021-04-14 19:04:08,45.83061,1.2521,n1;n2;n3;n4;n5;
1517,3751209,Lecanora sp.,2021-04-14 19:04:08,45.83061,1.2521,s1;e1;e2;s3;e3;n4;e4;n5;
1518,3751210,Lepraria incana (L.) Ach.,2021-04-14 19:04:08,45.83061,1.2521,o4;
1519,3751211,autre lichen crustacé,2021-04-14 19:04:09,45.83061,1.2521,n3;n4;
1520,3751212,trentepohlia aurea,2021-04-14 19:04:09,45.83061,1.2521,e1;e2;e3;e4;e5;n2;n3;n4;n5;
1521,3751213,Parmelia sulcata ,2021-04-14 19:04:10,45.83061,1.2521,n1;n2;n3;n4;n5;o1;o2;o3;o4;o5;
1522,3751216,Physcia adscendens/tenella,2021-04-14 19:13:38,45.83061,1.2521,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;o1;o2;o3;o4;o5;e2;e3;e4;e5;
1523,3751217,Xanthoria parietina (L.) Th.Fr. [1860],2021-04-14 19:13:38,45.83061,1.2521,s1;s2;s3;s4;s5;n1;e1;o1;n2;e2;o2;e3;e4;o4;n5;
1524,3751218,Phaeophyscia orbicularis (Neck.) Moberg [1977],2021-04-14 19:13:39,45.83061,1.2521,n3;n4;s4;n5;s5;e5;
1525,3751219,Amandinea punctata/Lecidella elaeochroma,2021-04-14 19:13:39,45.83071,1.25212,s1;s2;o3;o4;
1526,3751220,Evernia prunastri (L.) Ach. [1810],2021-04-14 19:13:39,45.83071,1.25212,e3;
1527,3751221,Flavoparmelia caperata/soredians,2021-04-14 19:13:40,45.83071,1.25212,e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;s1;s2;n3;s5;
1528,3751222,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],2021-04-14 19:13:40,45.83071,1.25212,s1;s2;n3;n5;s5;
1529,3751223,Lecanora sp.,2021-04-14 19:13:41,45.83071,1.25212,s1;s2;s3;s4;s5;e1;e2;
1530,3751224,autres Melanohalea,2021-04-14 19:13:41,45.83071,1.25212,n1;n2;n3;n4;n5;
1531,3751225,Parmelia sulcata ,2021-04-14 19:13:42,45.83071,1.25212,e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;n2;s2;s3;n4;s4;s5;
1532,3751233,Parmotrema perlatum (Huds.) M.Choisy,2021-04-14 19:30:08,45.83071,1.25212,n1;n2;n3;n4;n5;o1;o2;o3;o4;o5;s1;s2;
1533,3751234,Pertusaria albescens (Huds.) M. Choisy & Werner,2021-04-14 19:30:08,45.83071,1.25212,o4;
1534,3751235,Physcia adscendens/tenella,2021-04-14 19:30:09,45.83071,1.25212,n1;n2;n3;n4;n5;s1;e1;s2;e2;s3;o3;o4;s5;
1535,3751236,Physcia tenella (Scop.) DC.,2021-04-14 19:30:10,45.83071,1.25212,n3;n4;n5;
1536,3751237,Punctelia jeckeri (Roum.) Kalb,2021-04-14 19:30:11,45.83071,1.25212,n1;o1;s2;o2;o5;
1537,3751238,Xanthoria parietina (L.) Th.Fr. [1860],2021-04-14 19:30:12,45.83071,1.25212,n2;e4;
1538,3751239,Punctelia sp.,2021-04-14 19:30:12,45.83071,1.25212,s1;o1;o2;o3;e4;o4;s5;e5;
1539,3751240,Hypogymnia physodes (L.) Nyl.,2021-04-14 19:30:13,45.83071,1.25212,n2;n3;o3;
1541,3751922,Ramalina canariensis J. Steiner [1904],2021-04-17 11:27:18,45.60279,4.70764,n1;n2;n3;n4;n5;
1543,3752644,autre lichen foliacé,2021-04-19 18:47:02,45.60469,4.73415,e1;e2;e3;e4;e5;
1547,3753050,Hypotrachyna afrorevoluta/revoluta,2021-04-21 19:29:40,44.62302,-1.13757,n1;o1;n2;e2;o2;n3;e3;o3;n4;e4;o4;n5;e5;o5;
1548,3753051,Flavoparmelia caperata/soredians,2021-04-21 19:29:41,44.62302,-1.13757,n1;e1;o1;n2;e2;o2;n3;e3;n4;e4;n5;e5;
1549,3753052,Ramalina farinacea (L.) Ach. [1810],2021-04-21 19:29:41,44.62302,-1.13757,n1;e1;n2;n3;e3;n4;n5;
1550,3753053,Candelaria concolor ,2021-04-21 19:29:41,44.62302,-1.13757,s1;s2;s3;e3;s4;e4;s5;e5;
1551,3753054,lichen crustacé à aspect poudreux,2021-04-21 19:29:42,44.62302,-1.13757,s1;s2;s3;s4;s5;
1552,3753055,Hypotrachyna afrorevoluta/revoluta,2021-04-21 19:29:42,44.623,-1.13747,n1;e1;o1;n2;o2;n3;o3;n4;o4;n5;o5;
1553,3753056,Flavoparmelia caperata/soredians,2021-04-21 19:29:43,44.623,-1.13747,n1;o1;n2;o2;n3;o3;n4;o4;n5;o5;
1554,3753057,Ramalina farinacea (L.) Ach. [1810],2021-04-21 19:29:43,44.623,-1.13747,n1;n3;n4;n5;
1555,3753058,Candelaria concolor ,2021-04-21 19:29:44,44.623,-1.13747,s1;e1;s2;e2;s3;e3;s4;e4;s5;e5;
1556,3753059,lichen crustacé à aspect poudreux,2021-04-21 19:29:44,44.623,-1.13747,e2;e3;e5;
1557,3753060,Hypotrachyna afrorevoluta/revoluta,2021-04-21 19:33:21,44.62293,-1.13749,n1;s1;o1;n2;s2;e2;o2;n3;e3;o3;n4;e4;o4;n5;e5;o5;
1558,3753061,Flavoparmelia caperata/soredians,2021-04-21 19:33:22,44.62293,-1.13749,s1;e1;o1;o2;n3;e3;o3;n4;s4;e4;o4;n5;s5;e5;o5;
1559,3753062,Ramalina farinacea (L.) Ach. [1810],2021-04-21 19:33:22,44.62293,-1.13749,s1;o2;o3;o4;o5;
1560,3753063,Candelaria concolor ,2021-04-21 19:33:23,44.62293,-1.13749,s1;e1;s2;e2;s3;e3;s4;e4;s5;e5;
1561,3753064,lichen crustacé à aspect poudreux,2021-04-21 19:33:23,44.62293,-1.13749,s1;e1;s2;e2;s3;e3;s4;e4;s5;e5;
1565,3757722,Parmotrema perlatum (Huds.) M.Choisy,2021-05-06 12:13:00,45.82622,1.24843,n1;n2;n3;n4;n5;s1;o1;s2;o2;o3;o4;
1566,3757723,Flavoparmelia caperata/soredians,2021-05-06 12:13:00,45.82622,1.24843,e1;e2;e3;e4;e5;n1;o1;n2;n3;
1567,3757724,Parmelia sulcata ,2021-05-06 12:13:01,45.82622,1.24843,o1;s2;o2;n3;n4;o4;s5;
1568,3757725,Evernia prunastri (L.) Ach. [1810],2021-05-06 12:13:01,45.82622,1.24843,o1;n2;n3;n4;
1569,3757726,Ramalina fastigiata (Pers.) Ach. [1810],2021-05-06 12:13:01,45.82622,1.24843,n1;
1570,3757727,Punctelia subrudecta (Nyl.) Krog,2021-05-06 12:13:02,45.82622,1.24843,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;o1;o2;o3;o4;o5;e1;e2;e3;
1571,3757728,Punctelia jeckeri (Roum.) Kalb,2021-05-06 12:13:02,45.82622,1.24843,n1;e1;o1;n2;e2;e3;
1572,3757729,"Melanohalea exasperatula (Nyl.) O. Blanco, A. Crespo, Divakar, Essl., D.Hawksw. & Lumbsch",2021-05-06 12:13:04,45.82622,1.24843,n1;s1;n2;o3;n4;n5;o5;
1573,3757730,Xanthoria parietina (L.) Th.Fr. [1860],2021-05-06 12:13:04,45.82622,1.24843,s2;s3;
1574,3757731,Candelaria concolor ,2021-05-06 12:13:04,45.82622,1.24843,e1;e2;e3;e4;e5;s1;s2;s3;n4;s4;n5;
1575,3757732,Candelariella xanthostigma (Pers.) Lettau,2021-05-06 12:13:05,45.82622,1.24843,s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;n3;n4;n5;
1576,3757753,Physconia grisea (Lam.) Poelt [1965],2021-05-06 12:43:37,45.82622,1.24843,s1;s2;
1577,3757754,Phaeophyscia orbicularis (Neck.) Moberg [1977],2021-05-06 12:43:38,45.82622,1.24843,e1;s3;
1578,3757755,Lecanora albella (Pers.) Ach.,2021-05-06 12:43:38,45.82622,1.24843,s1;s2;n5;
1579,3757756,Lecanora barkmaniana Aptroot & Herk,2021-05-06 12:43:39,45.82622,1.24843,s1;s2;s3;s4;s5;n1;n2;e2;n3;e3;e4;n5;e5;
1580,3757757,Amandinea punctata/Lecidella elaeochroma,2021-05-06 12:43:41,45.82622,1.24843,n1;s2;
1581,3757758,Physcia adscendens/tenella,2021-05-06 12:43:41,45.82622,1.24843,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e1;e2;e3;e5;
1582,3757759,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],2021-05-06 12:43:42,45.82622,1.24843,o5;
1583,3757760,Parmotrema perlatum (Huds.) M.Choisy,2021-05-06 12:43:42,45.82623,1.24833,n1;o1;n2;o2;n3;o3;n4;o4;
1584,3757761,Flavoparmelia caperata/soredians,2021-05-06 12:43:43,45.82623,1.24833,n1;e1;o1;n2;e2;o2;e3;o3;n4;o4;n5;
1585,3757762,Parmelia sulcata ,2021-05-06 12:43:43,45.82623,1.24833,n1;n2;n3;n4;n5;e1;e2;o4;
1586,3757766,Ramalina fastigiata (Pers.) Ach. [1810],2021-05-06 12:57:47,45.82623,1.24833,s1;
1587,3757767,Punctelia subrudecta (Nyl.) Krog,2021-05-06 12:57:47,45.82623,1.24833,n1;n2;n3;n4;n5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;s1;s2;s3;s5;
1588,3757768,Punctelia jeckeri (Roum.) Kalb,2021-05-06 12:57:49,45.82623,1.24833,o1;o2;o3;o4;o5;n1;e1;n2;s2;n3;n4;e5;
1589,3757769,Xanthoria parietina (L.) Th.Fr. [1860],2021-05-06 12:57:49,45.82623,1.24833,s1;s2;s3;s4;s5;n1;e1;n2;o3;n4;n5;
1590,3757770,Candelaria concolor ,2021-05-06 12:57:49,45.82623,1.24833,e1;e2;e3;e4;e5;s1;o1;n2;s2;n3;n4;
1591,3757771,Candelariella xanthostigma (Pers.) Lettau,2021-05-06 12:57:50,45.82623,1.24833,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o3;o4;o5;
1592,3757772,Physconia grisea (Lam.) Poelt [1965],2021-05-06 12:57:50,45.82623,1.24833,s1;s5;
1593,3757773,Lecanora albella (Pers.) Ach.,2021-05-06 12:57:52,45.82623,1.24833,n2;n3;n4;
1594,3757774,Lecanora barkmaniana Aptroot & Herk,2021-05-06 12:57:52,45.82623,1.24833,n1;n2;n3;n4;n5;s1;o1;o2;s3;o3;o4;s5;
1595,3757775,Amandinea punctata/Lecidella elaeochroma,2021-05-06 12:57:53,45.82623,1.24833,e1;n2;e2;n4;n5;s5;
1596,3757780,Physcia adscendens/tenella,2021-05-06 13:12:06,45.82623,1.24833,s1;s2;s3;s4;s5;e1;o1;n2;e2;o2;n3;e3;n4;o4;n5;
1597,3757781,Lecanora sp.,2021-05-06 13:12:07,45.82623,1.24833,n4;n5;
1598,3757782,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],2021-05-06 13:12:07,45.82623,1.24833,n3;n5;
1599,3757783,Parmotrema perlatum (Huds.) M.Choisy,2021-05-06 13:12:08,45.82635,1.2481,n1;e1;o1;n2;o2;s3;o3;s4;n5;o5;
1600,3757784,Flavoparmelia caperata/soredians,2021-05-06 13:12:09,45.82635,1.2481,s1;e1;n2;e2;e3;s4;o4;s5;
1601,3757785,Parmelia sulcata ,2021-05-06 13:12:09,45.82635,1.2481,n1;o1;n2;s2;o2;n3;o3;o4;n5;
1602,3757786,Evernia prunastri (L.) Ach. [1810],2021-05-06 13:12:09,45.82635,1.2481,n1;e1;
1603,3757787,Punctelia subrudecta (Nyl.) Krog,2021-05-06 13:12:10,45.82635,1.2481,s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o2;o4;n5;
1604,3757788,Punctelia jeckeri (Roum.) Kalb,2021-05-06 13:12:10,45.82635,1.2481,n1;n2;n3;n4;n5;s1;e1;o1;e2;e3;o3;s5;o5;
1605,3757789,"Melanohalea exasperatula (Nyl.) O. Blanco, A. Crespo, Divakar, Essl., D.Hawksw. & Lumbsch",2021-05-06 13:12:11,45.82635,1.2481,e1;e2;e3;
1606,3757796,Xanthoria parietina (L.) Th.Fr. [1860],2021-05-06 13:27:30,45.82635,1.2481,s2;
1607,3757797,Candelaria concolor ,2021-05-06 13:27:30,45.82635,1.2481,s1;s3;s4;s5;
1608,3757798,Candelariella xanthostigma (Pers.) Lettau,2021-05-06 13:27:31,45.82635,1.2481,e1;e2;e3;e4;e5;s4;s5;
1609,3757799,Phaeophyscia orbicularis (Neck.) Moberg [1977],2021-05-06 13:27:31,45.82635,1.2481,e4;
1610,3757800,Lecanora barkmaniana Aptroot & Herk,2021-05-06 13:27:32,45.82635,1.2481,n2;n3;n4;n5;
1611,3757802,Pertusaria hymenea (Ach.) Schaer.,2021-05-06 13:27:33,45.82635,1.2481,s1;s2;e2;s4;
1612,3757805,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],2021-05-06 13:27:35,45.82635,1.2481,o4;
1616,3757968,Punctelia sp.,2021-05-06 16:02:59,43.56123,1.44767,n1;n2;n3;e4;
1617,3757969,Candelaria concolor ,2021-05-06 16:03:00,43.56123,1.44767,n1;n2;n3;n4;n5;o1;o2;o3;o4;o5;s2;s3;s4;e4;e5;
1618,3757970,Xanthoria parietina (L.) Th.Fr. [1860],2021-05-06 16:03:00,43.56123,1.44767,s1;s2;s3;s4;s5;o1;o2;o3;o4;o5;n1;n2;e4;e5;
1619,3757971,Amandinea punctata/Lecidella elaeochroma,2021-05-06 16:03:02,43.56123,1.44767,n1;s2;s4;s5;
1620,3757972,Physcia adscendens/tenella,2021-05-06 16:03:02,43.56123,1.44767,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;o2;o3;o4;e5;o5;
1621,3757973,Physcia aipolia/stellaris,2021-05-06 16:03:03,43.56123,1.44767,n1;e1;n2;o2;e3;o3;e4;o4;
1622,3757974,autre lichen crustacé,2021-05-06 16:03:04,43.56123,1.44767,s1;s2;s3;s4;s5;n1;n2;o2;n4;e5;
1623,3757975,autre lichen crustacé,2021-05-06 16:03:04,43.56123,1.44767,s1;s2;s3;s4;s5;
1630,3781302,Evernia prunastri (L.) Ach. [1810],2021-05-11 21:02:12,45.74148,4.71419,n1;o1;n5;
1631,3781303,Candelaria concolor ,2021-05-11 21:02:12,45.74148,4.71419,n1;o1;n2;o2;n3;s3;n4;n5;
1632,3781304,Parmelia sulcata ,2021-05-11 21:02:13,45.74148,4.71419,n1;s1;e1;o1;n2;s2;o2;n3;s3;e3;o3;n4;s4;o4;n5;s5;o5;
1633,3781305,Physcia adscendens/tenella,2021-05-11 21:02:14,45.74148,4.71419,n1;s1;e1;o1;n2;s2;e2;o2;n3;s3;e3;o3;n4;s4;e4;o4;n5;s5;e5;o5;
1634,3781306,Flavoparmelia caperata/soredians,2021-05-11 21:02:14,45.74148,4.71419,e2;s3;
1635,3781307,Xanthoria parietina (L.) Th.Fr. [1860],2021-05-11 21:02:15,45.74148,4.71419,s1;s4;e5;
1636,3781308,Physconia grisea (Lam.) Poelt [1965],2021-05-11 21:02:16,45.74148,4.71419,s1;n2;n3;n5;
1637,3781309,Parmelina tiliacea/pastillifera,2021-05-11 21:02:25,45.74148,4.71419,s1;
1638,3781310,Evernia prunastri (L.) Ach. [1810],2021-05-11 21:08:23,45.74148,4.71419,e3;
1639,3781311,Parmelia sulcata ,2021-05-11 21:08:24,45.74148,4.71419,n1;o1;o2;n3;n4;n5;o5;
1640,3781312,Physcia adscendens/tenella,2021-05-11 21:08:24,45.74148,4.71419,n1;s1;e1;o1;n2;s2;e2;o2;n3;s3;e3;o3;n4;s4;e4;o4;n5;s5;e5;o5;
1641,3781313,Flavoparmelia caperata/soredians,2021-05-11 21:08:24,45.74148,4.71419,n5;
1642,3781314,Xanthoria parietina (L.) Th.Fr. [1860],2021-05-11 21:08:25,45.74148,4.71419,s1;e1;o1;n2;s2;n3;s3;o3;s4;e4;s5;e5;
1643,3781315,Physconia grisea (Lam.) Poelt [1965],2021-05-11 21:08:25,45.74148,4.71419,n1;s1;n2;e2;o3;
1644,3781319,Evernia prunastri (L.) Ach. [1810],2021-05-11 21:15:26,45.74148,4.71419,s1;s3;s4;e4;
1645,3781320,Candelaria concolor ,2021-05-11 21:15:26,45.74148,4.71419,n1;n2;n3;n4;n5;
1646,3781321,Parmelia sulcata ,2021-05-11 21:15:26,45.74148,4.71419,n1;s1;n2;s2;e2;o2;n3;s3;e3;o3;n4;s4;n5;
