Identifiant,Espèce,id_site,id_arbre
3740950,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3740951,Physcia adscendens/tenella,nannan,
3740952,Amandinea punctata/Lecidella elaeochroma,nannan,
3740953,Pertusaria pertusa (Weigel) Tuck.,nannan,
3741058,Amandinea punctata/Lecidella elaeochroma,nannan,
3741060,Flavoparmelia caperata/soredians,nannan,
3741061,Punctelia sp.,nannan,
3741062,Parmelia sulcata Taylor s.l.,nannan,
3741063,Physcia adscendens/tenella,nannan,
3741064,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3741065,Ramalina fastigiata (Pers.) Ach. [1810],nannan,
3741066,Parmotrema perlatum/reticulatum,nannan,
3741550,Physcia adscendens/tenella,nannan,
3741554,Physcia adscendens/tenella,nannan,
3741555,Flavoparmelia caperata/soredians,nannan,
3741556,Flavoparmelia caperata/soredians,nannan,
3741557,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3741558,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3741559,Physcia adscendens/tenella,nannan,
3741560,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3741561,Flavoparmelia caperata/soredians,nannan,
3741562,Physcia adscendens/tenella,nannan,
3741723,Amandinea punctata/Lecidella elaeochroma,nannan,
3741724,Hypogymnia physodes/tubulosa,nannan,
3741725,Lecanora sp.,nannan,
3741726,Amandinea punctata/Lecidella elaeochroma,nannan,
3741727,Hypogymnia physodes/tubulosa,nannan,
3741728,Lecanora sp.,nannan,
3741729,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3741730,Amandinea punctata/Lecidella elaeochroma,nannan,
3741731,Hypogymnia physodes/tubulosa,nannan,
3741732,Lecanora sp.,nannan,
3741733,autre lichen crustacé,nannan,
3742033,Lecanora sp.,nannan,
3742034,Physconia grisea (Lam.) Poelt [1965],nannan,
3742035,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3742036,Amandinea punctata/Lecidella elaeochroma,nannan,
3742047,Lecanora sp.,nannan,
3742048,Physconia grisea (Lam.) Poelt [1965],nannan,
3742049,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3742050,Amandinea punctata/Lecidella elaeochroma,nannan,
3742055,Lecanora sp.,nannan,
3742056,Physconia grisea (Lam.) Poelt [1965],nannan,
3742057,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3742058,Amandinea punctata/Lecidella elaeochroma,nannan,
3743105,Lecanora sp.,nannan,
3743106,Parmelia sulcata Taylor s.l.,nannan,
3743107,Ramalina farinacea (L.) Ach. [1810],nannan,
3743108,Xanthoria polycarpa (Hoffm.) Rieber [1891],nannan,
3743109,Parmelia sulcata Taylor s.l.,nannan,
3743110,Amandinea punctata/Lecidella elaeochroma,nannan,
3743114,autres Melanohalea,nannan,
3743115,autres Melanohalea,nannan,
3743116,lichen crustacé à aspect poudreux,nannan,
3743121,Candelaria concolor (Dicks.) Stein,nannan,
3743122,Candelaria concolor (Dicks.) Stein,nannan,
3743123,Candelaria concolor (Dicks.) Stein,nannan,
3743124,Physcia adscendens/tenella,nannan,
3743125,Physcia adscendens/tenella,nannan,
3743126,Physcia adscendens/tenella,nannan,
3743127,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3743128,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3743129,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3743130,lichens crustace à lirelles,nannan,
3743300,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3743301,Diploicia canescens (Dicks.) A.Massal. [1852],nannan,
3743302,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3743303,Diploicia canescens (Dicks.) A.Massal. [1852],nannan,
3743304,Diploicia canescens (Dicks.) A.Massal. [1852],nannan,
3743309,Candelaria concolor (Dicks.) Stein,nannan,
3743310,Diploicia canescens (Dicks.) A.Massal. [1852],nannan,
3743313,Candelaria concolor (Dicks.) Stein,nannan,
3743314,Diploicia canescens (Dicks.) A.Massal. [1852],nannan,
3743316,Candelaria concolor (Dicks.) Stein,nannan,
3743317,Diploicia canescens (Dicks.) A.Massal. [1852],nannan,
3743628,Punctelia sp.,nannan,
3743629,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3743630,Parmelina tiliacea/pastillifera,nannan,
3743631,Candelaria concolor (Dicks.) Stein,nannan,
3743632,Hypotrachyna afrorevoluta/revoluta,nannan,
3743633,Physconia grisea (Lam.) Poelt [1965],nannan,
3743634,Physcia adscendens/tenella,nannan,
3743702,Parmelia sulcata Taylor s.l.,nannan,
3743703,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3743704,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3743705,Parmelia sulcata Taylor s.l.,nannan,
3743706,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3743707,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3743714,Physcia adscendens/tenella,nannan,
3743715,Candelaria concolor (Dicks.) Stein,nannan,
3743726,Punctelia sp.,nannan,
3743727,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3743785,Parmelia sulcata Taylor s.l.,nannan,
3743786,Parmelia sulcata Taylor s.l.,nannan,
3743787,Parmelia sulcata Taylor s.l.,nannan,
3743788,Physcia aipolia/stellaris,nannan,
3743808,Pseudocyphelles,nannan,
3743809,Pseudocyphelles,nannan,
3743810,Null,nannan,
3743811,Punctelia Jecken,nannan,
3743812,Algues,nannan,
3743813,Punctelia Jecken,nannan,
3743814,Algues,nannan,
3743815,Jaune Candé,nannan,
3743816,Jaune Candé,nannan,
3743817,Bleu parméllia,nannan,
3743826,Parmelia sulcata Taylor s.l.,nannan,
3743827,Parmelia sulcata Taylor s.l.,nannan,
3743828,Parmelia sulcata Taylor s.l.,nannan,
3743872,Amandinea punctata/Lecidella elaeochroma,nannan,
3743873,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3743874,Punctelia sp.,nannan,
3743875,Amandinea punctata/Lecidella elaeochroma,nannan,
3743876,Amandinea punctata/Lecidella elaeochroma,nannan,
3743884,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3743885,Physcia adscendens/tenella,nannan,
3743887,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3743888,Parmelina tiliacea/pastillifera,nannan,
3743889,Punctelia sp.,nannan,
3743890,Amandinea punctata/Lecidella elaeochroma,nannan,
3743891,Punctelia sp.,nannan,
3743892,Candelaria concolor (Dicks.) Stein,nannan,
3743893,Hypotrachyna afrorevoluta/revoluta,nannan,
3743894,Amandinea punctata/Lecidella elaeochroma,nannan,
3743895,Punctelia sp.,nannan,
3743896,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3743897,Hypotrachyna afrorevoluta/revoluta,nannan,
3743900,autre lichen crustacé,nannan,
3743901,Physcia adscendens/tenella,nannan,
3743902,Punctelia sp.,nannan,
3743904,Punctelia sp.,nannan,
3743905,Hypogymnia physodes/tubulosa,nannan,
3743908,Punctelia sp.,nannan,
3743909,Amandinea punctata/Lecidella elaeochroma,nannan,
3743916,Amandinea punctata/Lecidella elaeochroma,nannan,
3743917,Diploicia canescens (Dicks.) A.Massal. [1852],nannan,
3743918,Diploicia canescens (Dicks.) A.Massal. [1852],nannan,
3743919,Candelaria concolor (Dicks.) Stein,nannan,
3743920,Punctelia sp.,nannan,
3743921,Parmelia sulcata Taylor s.l.,nannan,
3743922,Diploicia canescens (Dicks.) A.Massal. [1852],nannan,
3743923,Candelaria concolor (Dicks.) Stein,nannan,
3743924,Parmelina tiliacea/pastillifera,nannan,
3743925,Hypogymnia physodes/tubulosa,nannan,
3746189,Amandinea punctata/Lecidella elaeochroma,nannan,
3746190,Evernia prunastri (L.) Ach. [1810],nannan,
3746191,Pertusaria amara (Ach.) Nyl.,nannan,
3746192,Pertusaria albescens (Huds.) M. Choisy & Werner,nannan,
3746193,Psilolechia clavulifera (Nyl.) Coppins,nannan,
3746194,Evernia prunastri (L.) Ach. [1810],nannan,
3746195,Flavoparmelia caperata/soredians,nannan,
3746196,Physconia grisea (Lam.) Poelt [1965],nannan,
3746197,Melanohalea exasperata ,nannan,
3746198,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],nannan,
3746199,Hypogymnia physodes (L.) Nyl.,nannan,
3746200,Hypogymnia tubulosa (Schaer.) Hav.,nannan,
3746201,Lecanora sp.,nannan,
3746202,Parmelia sulcata ,nannan,
3746203,Parmotrema perlatum (Huds.) M.Choisy,nannan,
3746204,Punctelia subrudecta (Nyl.) Krog,nannan,
3746205,Flavoparmelia caperata/soredians,nannan,
3746206,Lecanora sp.,nannan,
3746207,Parmelia sulcata ,nannan,
3746208,Parmelina tiliacea/pastillifera,nannan,
3746210,Amandinea punctata/Lecidella elaeochroma,nannan,
3746211,autre lichen crustacé,nannan,
3746212,Psilolechia clavulifera (Nyl.) Coppins,nannan,
3746213,Evernia prunastri (L.) Ach. [1810],nannan,
3746214,Flavoparmelia caperata/soredians,nannan,
3746215,Melanohalea exasperata ,nannan,
3746216,Hypogymnia physodes (L.) Nyl.,nannan,
3746217,Hypogymnia tubulosa (Schaer.) Hav.,nannan,
3746218,Lecanora sp.,nannan,
3746219,Parmelia sulcata ,nannan,
3746220,Punctelia borreri (Sm.) Krog,nannan,
3746221,Usnea flammea Stirt.,nannan,
3747610,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3747611,Parmelia saxatilis (L.) Ach. [1803],nannan,
3747612,Parmelia saxatilis (L.) Ach. [1803],nannan,
3751126,autres Melanohalea,nannan,
3751191,Flavoparmelia caperata/soredians,nannan,
3751192,Lepraria incana (L.) Ach.,nannan,
3751193,autres Melanohalea,nannan,
3751194,autre lichen crustacé,nannan,
3751195,Parmelia sulcata ,nannan,
3751196,Parmelina tiliacea/pastillifera,nannan,
3751197,Parmotrema perlatum (Huds.) M.Choisy,nannan,
3751198,Physcia adscendens/tenella,nannan,
3751199,Punctelia jeckeri (Roum.) Kalb,nannan,
3751200,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3751204,Punctelia sp.,nannan,
3751205,Hypogymnia physodes (L.) Nyl.,nannan,
3751206,Amandinea punctata/Lecidella elaeochroma,nannan,
3751207,Flavoparmelia caperata/soredians,nannan,
3751208,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3751209,Lecanora sp.,nannan,
3751210,Lepraria incana (L.) Ach.,nannan,
3751211,autre lichen crustacé,nannan,
3751212,trentepohlia aurea,nannan,
3751213,Parmelia sulcata ,nannan,
3751216,Physcia adscendens/tenella,nannan,
3751217,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3751218,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3751219,Amandinea punctata/Lecidella elaeochroma,nannan,
3751220,Evernia prunastri (L.) Ach. [1810],nannan,
3751221,Flavoparmelia caperata/soredians,nannan,
3751222,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3751223,Lecanora sp.,nannan,
3751224,autres Melanohalea,nannan,
3751225,Parmelia sulcata ,nannan,
3751233,Parmotrema perlatum (Huds.) M.Choisy,nannan,
3751234,Pertusaria albescens (Huds.) M. Choisy & Werner,nannan,
3751235,Physcia adscendens/tenella,nannan,
3751236,Physcia tenella (Scop.) DC.,nannan,
3751237,Punctelia jeckeri (Roum.) Kalb,nannan,
3751238,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3751239,Punctelia sp.,nannan,
3751240,Hypogymnia physodes (L.) Nyl.,nannan,
3751922,Ramalina canariensis J. Steiner [1904],nannan,
3752644,autre lichen foliacé,nannan,
3753050,Hypotrachyna afrorevoluta/revoluta,nannan,
3753051,Flavoparmelia caperata/soredians,nannan,
3753052,Ramalina farinacea (L.) Ach. [1810],nannan,
3753053,Candelaria concolor ,nannan,
3753054,lichen crustacé à aspect poudreux,nannan,
3753055,Hypotrachyna afrorevoluta/revoluta,nannan,
3753056,Flavoparmelia caperata/soredians,nannan,
3753057,Ramalina farinacea (L.) Ach. [1810],nannan,
3753058,Candelaria concolor ,nannan,
3753059,lichen crustacé à aspect poudreux,nannan,
3753060,Hypotrachyna afrorevoluta/revoluta,nannan,
3753061,Flavoparmelia caperata/soredians,nannan,
3753062,Ramalina farinacea (L.) Ach. [1810],nannan,
3753063,Candelaria concolor ,nannan,
3753064,lichen crustacé à aspect poudreux,nannan,
3757722,Parmotrema perlatum (Huds.) M.Choisy,nannan,
3757723,Flavoparmelia caperata/soredians,nannan,
3757724,Parmelia sulcata ,nannan,
3757725,Evernia prunastri (L.) Ach. [1810],nannan,
3757726,Ramalina fastigiata (Pers.) Ach. [1810],nannan,
3757727,Punctelia subrudecta (Nyl.) Krog,nannan,
3757728,Punctelia jeckeri (Roum.) Kalb,nannan,
3757729,"Melanohalea exasperatula (Nyl.) O. Blanco, A. Crespo, Divakar, Essl., D.Hawksw. & Lumbsch",nannan,
3757730,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3757731,Candelaria concolor ,nannan,
3757732,Candelariella xanthostigma (Pers.) Lettau,nannan,
3757753,Physconia grisea (Lam.) Poelt [1965],nannan,
3757754,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3757755,Lecanora albella (Pers.) Ach.,nannan,
3757756,Lecanora barkmaniana Aptroot & Herk,nannan,
3757757,Amandinea punctata/Lecidella elaeochroma,nannan,
3757758,Physcia adscendens/tenella,nannan,
3757759,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],nannan,
3757760,Parmotrema perlatum (Huds.) M.Choisy,nannan,
3757761,Flavoparmelia caperata/soredians,nannan,
3757762,Parmelia sulcata ,nannan,
3757766,Ramalina fastigiata (Pers.) Ach. [1810],nannan,
3757767,Punctelia subrudecta (Nyl.) Krog,nannan,
3757768,Punctelia jeckeri (Roum.) Kalb,nannan,
3757769,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3757770,Candelaria concolor ,nannan,
3757771,Candelariella xanthostigma (Pers.) Lettau,nannan,
3757772,Physconia grisea (Lam.) Poelt [1965],nannan,
3757773,Lecanora albella (Pers.) Ach.,nannan,
3757774,Lecanora barkmaniana Aptroot & Herk,nannan,
3757775,Amandinea punctata/Lecidella elaeochroma,nannan,
3757780,Physcia adscendens/tenella,nannan,
3757781,Lecanora sp.,nannan,
3757782,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],nannan,
3757783,Parmotrema perlatum (Huds.) M.Choisy,nannan,
3757784,Flavoparmelia caperata/soredians,nannan,
3757785,Parmelia sulcata ,nannan,
3757786,Evernia prunastri (L.) Ach. [1810],nannan,
3757787,Punctelia subrudecta (Nyl.) Krog,nannan,
3757788,Punctelia jeckeri (Roum.) Kalb,nannan,
3757789,"Melanohalea exasperatula (Nyl.) O. Blanco, A. Crespo, Divakar, Essl., D.Hawksw. & Lumbsch",nannan,
3757796,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3757797,Candelaria concolor ,nannan,
3757798,Candelariella xanthostigma (Pers.) Lettau,nannan,
3757799,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3757800,Lecanora barkmaniana Aptroot & Herk,nannan,
3757802,Pertusaria hymenea (Ach.) Schaer.,nannan,
3757805,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],nannan,
3757968,Punctelia sp.,nannan,
3757969,Candelaria concolor ,nannan,
3757970,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3757971,Amandinea punctata/Lecidella elaeochroma,nannan,
3757972,Physcia adscendens/tenella,nannan,
3757973,Physcia aipolia/stellaris,nannan,
3757974,autre lichen crustacé,nannan,
3757975,autre lichen crustacé,nannan,
3781302,Evernia prunastri (L.) Ach. [1810],nannan,
3781303,Candelaria concolor ,nannan,
3781304,Parmelia sulcata ,nannan,
3781305,Physcia adscendens/tenella,nannan,
3781306,Flavoparmelia caperata/soredians,nannan,
3781307,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3781308,Physconia grisea (Lam.) Poelt [1965],nannan,
3781309,Parmelina tiliacea/pastillifera,nannan,
3781310,Evernia prunastri (L.) Ach. [1810],nannan,
3781311,Parmelia sulcata ,nannan,
3781312,Physcia adscendens/tenella,nannan,
3781313,Flavoparmelia caperata/soredians,nannan,
3781314,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3781315,Physconia grisea (Lam.) Poelt [1965],nannan,
3781319,Evernia prunastri (L.) Ach. [1810],nannan,
3781320,Candelaria concolor ,nannan,
3781321,Parmelia sulcata ,nannan,
3781322,Physcia adscendens/tenella,nannan,
3781323,Flavoparmelia caperata/soredians,nannan,
3781324,Lecanora sp.,nannan,
3781325,Physconia grisea (Lam.) Poelt [1965],nannan,
3784811,Physcia adscendens/tenella,nannan,
3784812,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3784813,Physcia adscendens/tenella,nannan,
3784814,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3784815,Physconia grisea (Lam.) Poelt [1965],nannan,
3784816,Physcia adscendens/tenella,nannan,
3784817,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3784818,Physconia grisea (Lam.) Poelt [1965],nannan,
3784819,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3784824,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3784825,Physcia adscendens/tenella,nannan,
3784826,Physconia grisea (Lam.) Poelt [1965],nannan,
3784827,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3784828,Physcia adscendens/tenella,nannan,
3784829,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3784830,Physcia adscendens/tenella,nannan,
3788578,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3788579,Physcia adscendens/tenella,nannan,
3788580,Amandinea punctata/Lecidella elaeochroma,nannan,
3788581,Lecanora sp.,nannan,
3788582,autre lichen crustacé,nannan,
3788583,Parmelia sulcata ,nannan,
3788584,Candelaria concolor ,nannan,
3788585,Physconia grisea (Lam.) Poelt [1965],nannan,
3788586,Amandinea punctata/Lecidella elaeochroma,nannan,
3788587,Lecanora sp.,nannan,
3788588,autre lichen crustacé,nannan,
3788589,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3788590,Candelaria concolor ,nannan,
3788591,Physcia adscendens/tenella,nannan,
3788592,Punctelia subrudecta,nannan,
3788593,Parmelia sulcata ,nannan,
3788594,Amandinea punctata/Lecidella elaeochroma,nannan,
3788595,Lecanora sp.,nannan,
3788596,autre lichen crustacé,nannan,
3788597,Physcia adscendens/tenella,nannan,
3788598,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3788599,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3788600,Ramalina farinacea (L.) Ach. [1810],nannan,
3788605,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3788606,Physcia adscendens/tenella,nannan,
3788607,Candelaria concolor ,nannan,
3788608,Parmelia sulcata ,nannan,
3788609,Punctelia jeckeri,nannan,
3788610,Flavoparmelia caperata/soredians,nannan,
3788611,Punctelia subrudecta,nannan,
3788612,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3788613,Punctelia subrudecta,nannan,
3788614,Candelaria concolor ,nannan,
3788615,Candelariella sp.,nannan,
3788616,Physcia adscendens/tenella,nannan,
3788617,Flavoparmelia caperata/soredians,nannan,
3788618,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3788619,Parmelia sulcata ,nannan,
3788620,Punctelia jeckeri,nannan,
3788622,Physcia adscendens/tenella,nannan,
3788623,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3788624,Candelaria concolor ,nannan,
3788625,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3788626,autre lichen crustacé,nannan,
3788627,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3788628,Parmelia sulcata ,nannan,
3788629,Amandinea punctata/Lecidella elaeochroma,nannan,
3788630,Flavoparmelia caperata/soredians,nannan,
3788631,Lecidella sp.,nannan,
3788720,Parmelia sulcata ,nannan,
3788721,Parmotrema perlatum (Huds.) M.Choisy,nannan,
3788722,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3788723,Punctelia borreri (Sm.) Krog,nannan,
3788724,Flavoparmelia caperata/soredians,nannan,
3788725,Punctelia jeckeri (Roum.) Kalb,nannan,
3788726,Physcia adscendens/tenella,nannan,
3788727,autre lichen crustacé,nannan,
3788728,Lecanora sp.,nannan,
3788729,Amandinea punctata/Lecidella elaeochroma,nannan,
3788812,autre lichen crustacé,nannan,
3788813,Punctelia borreri (Sm.) Krog,nannan,
3788814,Punctelia jeckeri (Roum.) Kalb,nannan,
3788815,Physcia adscendens/tenella,nannan,
3788816,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3788817,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3788818,Physconia grisea (Lam.) Poelt [1965],nannan,
3788819,Lecanora sp.,nannan,
3788820,Candelaria concolor ,nannan,
3788821,Candelariella xanthostigma (Pers.) Lettau,nannan,
3788822,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3788823,Parmelia sulcata ,nannan,
3788824,Parmotrema perlatum (Huds.) M.Choisy,nannan,
3788825,Punctelia borreri (Sm.) Krog,nannan,
3788826,Physcia adscendens/tenella,nannan,
3788827,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],nannan,
3788828,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3788829,Lecanora sp.,nannan,
3788830,autre lichen crustacé,nannan,
3788831,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3790473,Amandinea punctata/Lecidella elaeochroma,nannan,
3790474,autre lichen crustacé,nannan,
3790475,lichen crustacé à aspect poudreux,nannan,
3790476,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3790477,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3790478,autre lichen crustacé,nannan,
3790479,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3790480,Candelaria concolor ,nannan,
3790481,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3790482,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3790484,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3790485,Amandinea punctata/Lecidella elaeochroma,nannan,
3790486,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3790487,Candelaria concolor ,nannan,
3790488,autre lichen crustacé,nannan,
3790489,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3790490,Physcia adscendens/tenella,nannan,
3790494,Candelaria concolor ,nannan,
3790495,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3790496,Punctelia subrudecta,nannan,
3790497,Amandinea punctata/Lecidella elaeochroma,nannan,
3790498,lichen crustacé à aspect poudreux,nannan,
3790499,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3790500,Amandinea punctata/Lecidella elaeochroma,nannan,
3790501,Physcia adscendens/tenella,nannan,
3790502,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3790503,lichen crustacé à aspect poudreux,nannan,
3790504,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3790505,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3790506,Physcia adscendens/tenella,nannan,
3790507,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3790508,Candelaria concolor ,nannan,
3790520,Physcia adscendens/tenella,nannan,
3790521,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3790522,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3790523,Physconia grisea (Lam.) Poelt [1965],nannan,
3790524,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3790525,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3790526,Physcia adscendens/tenella,nannan,
3790527,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3790528,Amandinea punctata/Lecidella elaeochroma,nannan,
3790535,Physcia adscendens/tenella,nannan,
3790536,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3790537,lichen crustacé à aspect poudreux,nannan,
3790538,Amandinea punctata/Lecidella elaeochroma,nannan,
3790539,Lecanora sp.,nannan,
3790540,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3790541,Physconia grisea (Lam.) Poelt [1965],nannan,
3790542,Candelariella sp.,nannan,
3790543,Physcia adscendens/tenella,nannan,
3790544,lepraria,nannan,
3790545,Amandinea punctata/Lecidella elaeochroma,nannan,
3790546,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3790547,Physconia grisea (Lam.) Poelt [1965],nannan,
3790548,Lecanora sp.,nannan,
3790549,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3790550,lichen crustacé à aspect poudreux,nannan,
3790551,Candelariella sp.,nannan,
3790552,Physcia adscendens/tenella,nannan,
3790553,Ramalina fraxinea (L.) Ach. [1810],nannan,
3790554,Candelariella sp.,nannan,
3790555,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3790556,Lecanora sp.,nannan,
3790557,Amandinea punctata/Lecidella elaeochroma,nannan,
3790558,Physconia grisea (Lam.) Poelt [1965],nannan,
3790630,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3790631,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3790632,Physcia adscendens/tenella,nannan,
3790633,lichen crustacé à aspect poudreux,nannan,
3790634,autre lichen crustacé,nannan,
3790635,Amandinea punctata/Lecidella elaeochroma,nannan,
3790636,Physconia grisea (Lam.) Poelt [1965],nannan,
3790637,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3790638,Lecanora sp.,nannan,
3790639,Punctelia sp.,nannan,
3790640,autres Melanohalea,nannan,
3790641,lichen crustacé à aspect poudreux,nannan,
3790642,autre lichen crustacé,nannan,
3790649,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3790650,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3790651,Physcia adscendens/tenella,nannan,
3790652,lichen crustacé à aspect poudreux,nannan,
3790653,Amandinea punctata/Lecidella elaeochroma,nannan,
3790654,Physconia grisea (Lam.) Poelt [1965],nannan,
3790655,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3790656,Lecanora sp.,nannan,
3790657,lichen crustacé à aspect poudreux,nannan,
3790658,Ramalina farinacea (L.) Ach. [1810],nannan,
3790659,Diploicia canescens (Dicks.) A.Massal. [1852],nannan,
3790660,autre lichen crustacé,nannan,
3790661,Pertusaria pertusa ,nannan,
3790662,Parmotrema perlatum/reticulatum,nannan,
3790663,Parmelia sulcata ,nannan,
3790664,Physcia adscendens/tenella,nannan,
3790665,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3790666,Amandinea punctata/Lecidella elaeochroma,nannan,
3790667,Parmelia sulcata ,nannan,
3790668,lichen crustacé à aspect poudreux,nannan,
3790669,Candelariella sp.,nannan,
3790670,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3790671,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3790672,Lecanora sp.,nannan,
3790673,lichen crustacé à aspect poudreux,nannan,
3790674,Physconia grisea (Lam.) Poelt [1965],nannan,
3790679,Physcia adscendens/tenella,nannan,
3790680,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3790681,lichen crustacé à aspect poudreux,nannan,
3790682,Candelaria concolor ,nannan,
3790683,Amandinea punctata/Lecidella elaeochroma,nannan,
