"Identifiant unique",Identifiant,Espèce,"Numéro nomenclatural","Nom retenu","Numéro nomenclatural nom retenu",Famille,"Référentiel taxonomique",Certitude,"Type d'observation","Source de la saisie",Spontanéité,Latitude,Longitude,"Référentiel Géographique",Pays,Commune,"Identifiant Commune","Floutage (niveau de localisation diffusé)",Altitude,Lieu-dit,Milieu,Date,Notes,"Programme de sciences participatives ou observatoire citoyen","Mots Clés","Lien vers l'observation sur IdentiPlante",Image(s),Auteur,"Cohérence entre la localité et les coordonnées GPS","Précision de la localisation",Station,"Indicateur de fiabilité","Détermination validée sur IdentiPlante","Score IdentiPlante",Abondance,Phénologie,"Présence d'un échantillon d'herbier","Date Création","Date Modification",Transmis,"Date Transmission",Observateur,"Structure de l'observateur",Déterminateur,"Source bibliographique",ext:altitude-releve,ext:circonference,ext:face-ombre,ext:latitude-releve,ext:longitude-releve,ext:num_arbre,ext:rue,ext:rue-arbres,ext:id_obs_arbre,ext:loc-sur-tronc,ext:com-arbres,ext:latitude-arbres,ext:longitude-arbres,ext:altitude-arbres
urn:lsid:tela-botanica.org:cel:3737131,3737131,"Xanthoria parietina (L.) Th.Fr. [1860]",59568,"Xanthoria parietina (L.) Th.Fr., 1860",59568,Teloschistaceae,taxreflich,certain,"observation de terrain",widget,1,50.61244,3.12226,WGS84,FR,Lezennes,59346,précise,41,,,2020/11/12,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"eifka  (http://www.tela-botanica.org/profil:62218)",,,,3,0,,,,0,"2020-11-15 13:33:01","2020-11-15 13:33:01",oui,"2020-11-15 13:33:01",,,,,,,,,,,"Rue Chanzy",,3737128,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;o1;o2;o3;o4;o5;e2;,,,,
urn:lsid:tela-botanica.org:cel:3737132,3737132,"Amandinea punctata/Lecidella elaeochroma",,"Amandinea punctata/Lecidella elaeochroma",0,,,certain,"observation de terrain",widget,1,50.61244,3.12226,WGS84,FR,Lezennes,59346,précise,41,,,2020/11/12,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"eifka  (http://www.tela-botanica.org/profil:62218)",,,,3,0,,,,0,"2020-11-15 13:33:01","2020-11-15 13:33:01",oui,"2020-11-15 13:33:01",,,,,,,,,,,"Rue Chanzy",,3737128,e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;n1;s4;s5;,,,,
urn:lsid:tela-botanica.org:cel:3737133,3737133,"Physcia adscendens/tenella",196232,"Physcia adscendens/tenella",196232,,taxreflich,certain,"observation de terrain",widget,1,50.61244,3.12226,WGS84,FR,Lezennes,59346,précise,41,,,2020/11/12,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"eifka  (http://www.tela-botanica.org/profil:62218)",,,,3,0,,,,0,"2020-11-15 13:33:01","2020-11-15 13:33:01",oui,"2020-11-15 13:33:01",,,,,,,,,,,"Rue Chanzy",,3737128,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e1;o1;o2;o3;o5;,,,,
urn:lsid:tela-botanica.org:cel:3737134,3737134,"Lecanora sp.",193910,"Lecanora sp.",193910,,taxreflich,certain,"observation de terrain",widget,1,50.61244,3.12226,WGS84,FR,Lezennes,59346,précise,41,,,2020/11/12,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"eifka  (http://www.tela-botanica.org/profil:62218)",,,,3,0,,,,0,"2020-11-15 13:33:02","2020-11-15 13:33:02",oui,"2020-11-15 13:33:02",,,,,,,,,,,"Rue Chanzy",,3737128,o4;n5;s5;o5;,,,,
urn:lsid:tela-botanica.org:cel:3737135,3737135,"Xanthoria parietina (L.) Th.Fr. [1860]",59568,"Xanthoria parietina (L.) Th.Fr., 1860",59568,Teloschistaceae,taxreflich,certain,"observation de terrain",widget,1,50.61255,3.12216,WGS84,FR,Lezennes,59346,précise,42,,,2020/11/12,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"eifka  (http://www.tela-botanica.org/profil:62218)",,,,3,0,,,,0,"2020-11-15 13:33:02","2020-11-15 13:33:02",oui,"2020-11-15 13:33:02",,,,,,,,,,,"Rue Chanzy",,3737129,e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;s1;n2;s2;n3;s3;n4;n5;s5;,,,,
urn:lsid:tela-botanica.org:cel:3737136,3737136,"Physcia adscendens/tenella",196232,"Physcia adscendens/tenella",196232,,taxreflich,certain,"observation de terrain",widget,1,50.61255,3.12216,WGS84,FR,Lezennes,59346,précise,42,,,2020/11/12,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"eifka  (http://www.tela-botanica.org/profil:62218)",,,,3,0,,,,0,"2020-11-15 13:33:02","2020-11-15 13:33:02",oui,"2020-11-15 13:33:02",,,,,,,,,,,"Rue Chanzy",,3737129,s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;n1;n3;n4;,,,,
urn:lsid:tela-botanica.org:cel:3737137,3737137,"Amandinea punctata/Lecidella elaeochroma",,"Amandinea punctata/Lecidella elaeochroma",0,,,certain,"observation de terrain",widget,1,50.61255,3.12216,WGS84,FR,Lezennes,59346,précise,42,,,2020/11/12,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"eifka  (http://www.tela-botanica.org/profil:62218)",,,,3,0,,,,0,"2020-11-15 13:33:03","2020-11-15 13:33:03",oui,"2020-11-15 13:33:03",,,,,,,,,,,"Rue Chanzy",,3737129,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;,,,,
urn:lsid:tela-botanica.org:cel:3737138,3737138,"Lecanora sp.",193910,"Lecanora sp.",193910,,taxreflich,certain,"observation de terrain",widget,1,50.61255,3.12216,WGS84,FR,Lezennes,59346,précise,42,,,2020/11/12,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"eifka  (http://www.tela-botanica.org/profil:62218)",,,,3,0,,,,0,"2020-11-15 13:33:03","2020-11-15 13:33:03",oui,"2020-11-15 13:33:03",,,,,,,,,,,"Rue Chanzy",,3737129,s1;e2;,,,,
urn:lsid:tela-botanica.org:cel:3737139,3737139,"Xanthoria parietina (L.) Th.Fr. [1860]",59568,"Xanthoria parietina (L.) Th.Fr., 1860",59568,Teloschistaceae,taxreflich,certain,"observation de terrain",widget,1,50.61259,3.12212,WGS84,FR,Lezennes,59346,précise,42,,,2020/11/12,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"eifka  (http://www.tela-botanica.org/profil:62218)",,,,3,0,,,,0,"2020-11-15 13:33:03","2020-11-15 13:33:03",oui,"2020-11-15 13:33:03",,,,,,,,,,,"Rue Chanzy",,3737130,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;o1;o2;o3;o4;o5;e1;,,,,
urn:lsid:tela-botanica.org:cel:3737140,3737140,"Physcia adscendens/tenella",196232,"Physcia adscendens/tenella",196232,,taxreflich,certain,"observation de terrain",widget,1,50.61259,3.12212,WGS84,FR,Lezennes,59346,précise,42,,,2020/11/12,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"eifka  (http://www.tela-botanica.org/profil:62218)",,,,3,0,,,,0,"2020-11-15 13:33:04","2020-11-15 13:33:04",oui,"2020-11-15 13:33:04",,,,,,,,,,,"Rue Chanzy",,3737130,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;o1;o2;o3;o4;o5;e2;e3;e4;e5;,,,,
urn:lsid:tela-botanica.org:cel:3737141,3737141,"Amandinea punctata/Lecidella elaeochroma",,"Amandinea punctata/Lecidella elaeochroma",0,,,certain,"observation de terrain",widget,1,50.61259,3.12212,WGS84,FR,Lezennes,59346,précise,42,,,2020/11/12,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"eifka  (http://www.tela-botanica.org/profil:62218)",,,,3,0,,,,0,"2020-11-15 13:34:09","2020-11-15 13:34:09",oui,"2020-11-15 13:34:09",,,,,,,,,,,"Rue Chanzy",,3737130,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;,,,,
urn:lsid:tela-botanica.org:cel:3737142,3737142,"Lecanora sp.",193910,"Lecanora sp.",193910,,taxreflich,certain,"observation de terrain",widget,1,50.61259,3.12212,WGS84,FR,Lezennes,59346,précise,42,,,2020/11/12,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"eifka  (http://www.tela-botanica.org/profil:62218)",,,,3,0,,,,0,"2020-11-15 13:34:09","2020-11-15 13:34:09",oui,"2020-11-15 13:34:09",,,,,,,,,,,"Rue Chanzy",,3737130,o1;s2;o2;n3;e3;n4;e5;,,,,
urn:lsid:tela-botanica.org:cel:3738790,3738790,"Acer L.",83587,"Acer L. [1753]",83587,Sapindaceae,bdtfx,certain,"observation de terrain",widget,1,50.60730,3.13822,WGS84,FR,Villeneuve-d'Ascq,59009,précise,43,,,2020/11/21,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Florian Kubala  (http://www.tela-botanica.org/profil:62218)",,,,3,0,,,,0,"2020-11-27 13:34:38","2020-11-27 13:34:38",oui,"2020-11-27 13:34:38",,,,,,68,aucune,50.607488,3.13808,1,"Avenue Halley","Avenue Halley",,,,,,
urn:lsid:tela-botanica.org:cel:3738791,3738791,"Acer L.",83587,"Acer L. [1753]",83587,Sapindaceae,bdtfx,certain,"observation de terrain",widget,1,50.60736,3.13798,WGS84,FR,Villeneuve-d'Ascq,59009,précise,43,,,2020/11/21,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Florian Kubala  (http://www.tela-botanica.org/profil:62218)",,,,3,0,,,,0,"2020-11-27 13:34:38","2020-11-27 13:34:38",oui,"2020-11-27 13:34:38",,,,,,71,aucune,50.607488,3.13808,2,"Avenue Halley","Avenue Halley",,,,,,
urn:lsid:tela-botanica.org:cel:3738792,3738792,"Acer L.",83587,"Acer L. [1753]",83587,Sapindaceae,bdtfx,certain,"observation de terrain",widget,1,50.60738,3.13788,WGS84,FR,Villeneuve-d'Ascq,59009,précise,43,,,2020/11/21,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Florian Kubala  (http://www.tela-botanica.org/profil:62218)",,,,3,0,,,,0,"2020-11-27 13:34:38","2020-11-27 13:34:38",oui,"2020-11-27 13:34:38",,,,,,74,aucune,50.607488,3.13808,3,"Avenue Halley","Avenue Halley",,,,,,
urn:lsid:tela-botanica.org:cel:3738793,3738793,"Xanthoria parietina (L.) Th.Fr. [1860]",59568,"Xanthoria parietina (L.) Th.Fr., 1860",59568,Teloschistaceae,taxreflich,certain,"observation de terrain",widget,1,50.60730,3.13822,WGS84,FR,Villeneuve-d'Ascq,59009,précise,43,,,2020/11/21,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Florian Kubala  (http://www.tela-botanica.org/profil:62218)",,,,3,0,,,,0,"2020-11-27 13:43:43","2020-11-27 13:43:43",oui,"2020-11-27 13:43:43",,,,,,,,,,,"Avenue Halley",,3738790,o1;o2;o3;o4;o5;n1;e1;n2;s2;s3;n4;s4;n5;s5;e5;,,,,
urn:lsid:tela-botanica.org:cel:3738794,3738794,"Physcia adscendens/tenella",196232,"Physcia adscendens/tenella",196232,,taxreflich,certain,"observation de terrain",widget,1,50.60730,3.13822,WGS84,FR,Villeneuve-d'Ascq,59009,précise,43,,,2020/11/21,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Florian Kubala  (http://www.tela-botanica.org/profil:62218)",,,,3,0,,,,0,"2020-11-27 13:43:44","2020-11-27 13:43:44",oui,"2020-11-27 13:43:44",,,,,,,,,,,"Avenue Halley",,3738790,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;o1;o2;o3;o4;o5;e1;e2;e5;,,,,
urn:lsid:tela-botanica.org:cel:3738795,3738795,"Amandinea punctata/Lecidella elaeochroma",,"Amandinea punctata/Lecidella elaeochroma",0,,,certain,"observation de terrain",widget,1,50.60730,3.13822,WGS84,FR,Villeneuve-d'Ascq,59009,précise,43,,,2020/11/21,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Florian Kubala  (http://www.tela-botanica.org/profil:62218)",,,,3,0,,,,0,"2020-11-27 13:43:45","2020-11-27 13:43:45",oui,"2020-11-27 13:43:45",,,,,,,,,,,"Avenue Halley",,3738790,s1;s2;s3;s4;s5;n1;e1;n2;e2;o3;n4;o4;n5;e5;,,,,
urn:lsid:tela-botanica.org:cel:3738796,3738796,"Lecanora sp.",193910,"Lecanora sp.",193910,,taxreflich,certain,"observation de terrain",widget,1,50.60730,3.13822,WGS84,FR,Villeneuve-d'Ascq,59009,précise,43,,,2020/11/21,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Florian Kubala  (http://www.tela-botanica.org/profil:62218)",,,,3,0,,,,0,"2020-11-27 13:43:46","2020-11-27 13:43:46",oui,"2020-11-27 13:43:46",,,,,,,,,,,"Avenue Halley",,3738790,s1;s2;s3;s4;s5;n1;o1;n2;e3;n4;o4;n5;e5;o5;,,,,
urn:lsid:tela-botanica.org:cel:3738797,3738797,"Punctelia sp.",652928,"Punctelia sp.",652928,,taxreflich,certain,"observation de terrain",widget,1,50.60730,3.13822,WGS84,FR,Villeneuve-d'Ascq,59009,précise,43,,,2020/11/21,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Florian Kubala  (http://www.tela-botanica.org/profil:62218)",,,,3,0,,,,0,"2020-11-27 13:43:46","2020-11-27 13:43:46",oui,"2020-11-27 13:43:46",,,,,,,,,,,"Avenue Halley",,3738790,n3;,,,,
urn:lsid:tela-botanica.org:cel:3738798,3738798,"Xanthoria parietina (L.) Th.Fr. [1860]",59568,"Xanthoria parietina (L.) Th.Fr., 1860",59568,Teloschistaceae,taxreflich,certain,"observation de terrain",widget,1,50.60736,3.13798,WGS84,FR,Villeneuve-d'Ascq,59009,précise,43,,,2020/11/21,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Florian Kubala  (http://www.tela-botanica.org/profil:62218)",,,,3,0,,,,0,"2020-11-27 13:43:47","2020-11-27 13:43:47",oui,"2020-11-27 13:43:47",,,,,,,,,,,"Avenue Halley",,3738791,s1;o1;s2;s3;e3;o3;s5;o5;,,,,
urn:lsid:tela-botanica.org:cel:3738799,3738799,"Physcia adscendens/tenella",196232,"Physcia adscendens/tenella",196232,,taxreflich,certain,"observation de terrain",widget,1,50.60736,3.13798,WGS84,FR,Villeneuve-d'Ascq,59009,précise,43,,,2020/11/21,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Florian Kubala  (http://www.tela-botanica.org/profil:62218)",,,,3,0,,,,0,"2020-11-27 13:43:47","2020-11-27 13:43:47",oui,"2020-11-27 13:43:47",,,,,,,,,,,"Avenue Halley",,3738791,n1;n2;n3;n4;n5;o1;o2;o3;o4;o5;s1;s2;s3;s4;,,,,
urn:lsid:tela-botanica.org:cel:3738800,3738800,"Amandinea punctata/Lecidella elaeochroma",,"Amandinea punctata/Lecidella elaeochroma",0,,,certain,"observation de terrain",widget,1,50.60736,3.13798,WGS84,FR,Villeneuve-d'Ascq,59009,précise,43,,,2020/11/21,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Florian Kubala  (http://www.tela-botanica.org/profil:62218)",,,,3,0,,,,0,"2020-11-27 13:43:48","2020-11-27 13:43:48",oui,"2020-11-27 13:43:48",,,,,,,,,,,"Avenue Halley",,3738791,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;o1;o2;o3;o4;o5;e3;e4;,,,,
urn:lsid:tela-botanica.org:cel:3738801,3738801,"Lecanora sp.",193910,"Lecanora sp.",193910,,taxreflich,certain,"observation de terrain",widget,1,50.60736,3.13798,WGS84,FR,Villeneuve-d'Ascq,59009,précise,43,,,2020/11/21,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Florian Kubala  (http://www.tela-botanica.org/profil:62218)",,,,3,0,,,,0,"2020-11-27 13:43:48","2020-11-27 13:43:48",oui,"2020-11-27 13:43:48",,,,,,,,,,,"Avenue Halley",,3738791,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;o1;o2;o3;o4;o5;,,,,
urn:lsid:tela-botanica.org:cel:3738802,3738802,"Xanthoria parietina (L.) Th.Fr. [1860]",59568,"Xanthoria parietina (L.) Th.Fr., 1860",59568,Teloschistaceae,taxreflich,certain,"observation de terrain",widget,1,50.60736,3.13798,WGS84,FR,Villeneuve-d'Ascq,59009,précise,43,,,2020/11/21,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Florian Kubala  (http://www.tela-botanica.org/profil:62218)",,,,3,0,,,,0,"2020-11-27 13:43:49","2020-11-27 13:43:49",oui,"2020-11-27 13:43:49",,,,,,,,,,,"Avenue Halley",,3738791,o1;o2;o3;o4;o5;n1;e1;s2;s4;s5;e5;,,,,
urn:lsid:tela-botanica.org:cel:3738803,3738803,"Amandinea punctata/Lecidella elaeochroma",,"Amandinea punctata/Lecidella elaeochroma",0,,,certain,"observation de terrain",widget,1,50.60738,3.13788,WGS84,FR,Villeneuve-d'Ascq,59009,précise,43,,,2020/11/21,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Florian Kubala  (http://www.tela-botanica.org/profil:62218)",,,,3,0,,,,0,"2020-11-27 13:46:13","2020-11-27 13:46:13",oui,"2020-11-27 13:46:13",,,,,,,,,,,"Avenue Halley",,3738792,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o3;,,,,
urn:lsid:tela-botanica.org:cel:3738804,3738804,"Lecanora sp.",193910,"Lecanora sp.",193910,,taxreflich,certain,"observation de terrain",widget,1,50.60738,3.13788,WGS84,FR,Villeneuve-d'Ascq,59009,précise,43,,,2020/11/21,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Florian Kubala  (http://www.tela-botanica.org/profil:62218)",,,,3,0,,,,0,"2020-11-27 13:46:13","2020-11-27 13:46:13",oui,"2020-11-27 13:46:13",,,,,,,,,,,"Avenue Halley",,3738792,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e1;o1;e2;o2;e4;e5;o5;,,,,
urn:lsid:tela-botanica.org:cel:3738805,3738805,"Punctelia sp.",652928,"Punctelia sp.",652928,,taxreflich,certain,"observation de terrain",widget,1,50.60738,3.13788,WGS84,FR,Villeneuve-d'Ascq,59009,précise,43,,,2020/11/21,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Florian Kubala  (http://www.tela-botanica.org/profil:62218)",,,,3,0,,,,0,"2020-11-27 13:46:14","2020-11-27 13:46:14",oui,"2020-11-27 13:46:14",,,,,,,,,,,"Avenue Halley",,3738792,n2;s2;n3;n4;,,,,
urn:lsid:tela-botanica.org:cel:3738806,3738806,"Physcia adscendens/tenella",196232,"Physcia adscendens/tenella",196232,,taxreflich,certain,"observation de terrain",widget,1,50.60738,3.13788,WGS84,FR,Villeneuve-d'Ascq,59009,précise,43,,,2020/11/21,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Florian Kubala  (http://www.tela-botanica.org/profil:62218)",,,,3,0,,,,0,"2020-11-27 13:46:14","2020-11-27 13:46:14",oui,"2020-11-27 13:46:14",,,,,,,,,,,"Avenue Halley",,3738792,s1;s2;s3;s4;s5;o1;o2;o3;o4;o5;n1;n2;e2;e3;n4;e4;n5;,,,,
urn:lsid:tela-botanica.org:cel:3738807,3738807,"Acer L.",83587,"Acer L. [1753]",83587,Sapindaceae,bdtfx,certain,"observation de terrain",widget,1,50.60764,3.13809,WGS84,FR,Villeneuve-d'Ascq,59009,précise,44,,,2020/11/25,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Florian Kubala  (http://www.tela-botanica.org/profil:62218)",,,,3,0,,,,0,"2020-11-27 13:48:56","2020-11-27 13:48:56",oui,"2020-11-27 13:48:56",,,,,,67,aucune,50.607556,3.138358,1,"Avenue Halley","Avenue Halley",,,,,,
urn:lsid:tela-botanica.org:cel:3738808,3738808,"Acer L.",83587,"Acer L. [1753]",83587,Sapindaceae,bdtfx,certain,"observation de terrain",widget,1,50.60761,3.13819,WGS84,FR,Villeneuve-d'Ascq,59009,précise,44,,,2020/11/25,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Florian Kubala  (http://www.tela-botanica.org/profil:62218)",,,,3,0,,,,0,"2020-11-27 13:48:57","2020-11-27 13:48:57",oui,"2020-11-27 13:48:57",,,,,,73,aucune,50.607556,3.138358,2,"Avenue Halley","Avenue Halley",,,,,,
urn:lsid:tela-botanica.org:cel:3738809,3738809,"Acer L.",83587,"Acer L. [1753]",83587,Sapindaceae,bdtfx,certain,"observation de terrain",widget,1,50.60758,3.13834,WGS84,FR,Villeneuve-d'Ascq,59009,précise,43,,,2020/11/25,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Florian Kubala  (http://www.tela-botanica.org/profil:62218)",,,,3,0,,,,0,"2020-11-27 13:48:57","2020-11-27 13:48:57",oui,"2020-11-27 13:48:57",,,,,,70,aucune,50.607556,3.138358,3,"Avenue Halley","Avenue Halley",,,,,,
urn:lsid:tela-botanica.org:cel:3738810,3738810,"Ramalina fastigiata (Pers.) Ach. [1810]",658984,"Ramalina fastigiata (Pers.) Ach., 1810",658984,Ramalinaceae,taxreflich,certain,"observation de terrain",widget,1,50.60764,3.13809,WGS84,FR,Villeneuve-d'Ascq,59009,précise,44,,,2020/11/25,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Florian Kubala  (http://www.tela-botanica.org/profil:62218)",,,,3,0,,,,0,"2020-11-27 13:56:04","2020-11-27 13:56:04",oui,"2020-11-27 13:56:04",,,,,,,,,,,"Avenue Halley",,3738807,n1;s1;,,,,
urn:lsid:tela-botanica.org:cel:3738811,3738811,"Xanthoria parietina (L.) Th.Fr. [1860]",59568,"Xanthoria parietina (L.) Th.Fr., 1860",59568,Teloschistaceae,taxreflich,certain,"observation de terrain",widget,1,50.60764,3.13809,WGS84,FR,Villeneuve-d'Ascq,59009,précise,44,,,2020/11/25,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Florian Kubala  (http://www.tela-botanica.org/profil:62218)",,,,3,0,,,,0,"2020-11-27 13:56:04","2020-11-27 13:56:04",oui,"2020-11-27 13:56:04",,,,,,,,,,,"Avenue Halley",,3738807,o1;n2;s2;n3;s4;o4;n5;s5;o5;,,,,
urn:lsid:tela-botanica.org:cel:3738812,3738812,"Xanthoria parietina (L.) Th.Fr. [1860]",59568,"Xanthoria parietina (L.) Th.Fr., 1860",59568,Teloschistaceae,taxreflich,certain,"observation de terrain",widget,1,50.60764,3.13809,WGS84,FR,Villeneuve-d'Ascq,59009,précise,44,,,2020/11/25,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Florian Kubala  (http://www.tela-botanica.org/profil:62218)",,,,3,0,,,,0,"2020-11-27 13:56:22","2020-11-27 13:56:22",oui,"2020-11-27 13:56:22",,,,,,,,,,,"Avenue Halley",,3738807,o1;n2;s2;n3;s4;o4;n5;s5;o5;,,,,
urn:lsid:tela-botanica.org:cel:3738813,3738813,"Amandinea punctata/Lecidella elaeochroma",,"Amandinea punctata/Lecidella elaeochroma",0,,,certain,"observation de terrain",widget,1,50.60764,3.13809,WGS84,FR,Villeneuve-d'Ascq,59009,précise,44,,,2020/11/25,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Florian Kubala  (http://www.tela-botanica.org/profil:62218)",,,,3,0,,,,0,"2020-11-27 13:56:22","2020-11-27 13:56:22",oui,"2020-11-27 13:56:22",,,,,,,,,,,"Avenue Halley",,3738807,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e2;o5;,,,,
urn:lsid:tela-botanica.org:cel:3738814,3738814,"Amandinea punctata/Lecidella elaeochroma",,"Amandinea punctata/Lecidella elaeochroma",0,,,certain,"observation de terrain",widget,1,50.60764,3.13809,WGS84,FR,Villeneuve-d'Ascq,59009,précise,44,,,2020/11/25,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Florian Kubala  (http://www.tela-botanica.org/profil:62218)",,,,3,0,,,,0,"2020-11-27 13:56:29","2020-11-27 13:56:29",oui,"2020-11-27 13:56:29",,,,,,,,,,,"Avenue Halley",,3738807,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e2;o5;,,,,
urn:lsid:tela-botanica.org:cel:3738815,3738815,"Lecanora sp.",193910,"Lecanora sp.",193910,,taxreflich,certain,"observation de terrain",widget,1,50.60764,3.13809,WGS84,FR,Villeneuve-d'Ascq,59009,précise,44,,,2020/11/25,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Florian Kubala  (http://www.tela-botanica.org/profil:62218)",,,,3,0,,,,0,"2020-11-27 13:56:29","2020-11-27 13:56:29",oui,"2020-11-27 13:56:29",,,,,,,,,,,"Avenue Halley",,3738807,n1;o2;n3;s3;e3;o3;n5;,,,,
urn:lsid:tela-botanica.org:cel:3738816,3738816,"Lecanora sp.",193910,"Lecanora sp.",193910,,taxreflich,certain,"observation de terrain",widget,1,50.60764,3.13809,WGS84,FR,Villeneuve-d'Ascq,59009,précise,44,,,2020/11/25,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Florian Kubala  (http://www.tela-botanica.org/profil:62218)",,,,3,0,,,,0,"2020-11-27 13:56:38","2020-11-27 13:56:38",oui,"2020-11-27 13:56:38",,,,,,,,,,,"Avenue Halley",,3738807,n1;o2;n3;s3;e3;o3;n5;,,,,
urn:lsid:tela-botanica.org:cel:3738817,3738817,"Lecanora sp.",193910,"Lecanora sp.",193910,,taxreflich,certain,"observation de terrain",widget,1,50.60764,3.13809,WGS84,FR,Villeneuve-d'Ascq,59009,précise,44,,,2020/11/25,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Florian Kubala  (http://www.tela-botanica.org/profil:62218)",,,,3,0,,,,0,"2020-11-27 13:56:38","2020-11-27 13:56:38",oui,"2020-11-27 13:56:38",,,,,,,,,,,"Avenue Halley",,3738807,n1;o2;n3;s3;e3;o3;n5;,,,,
